id,lang,sentence
3938332,deu,Tom muss sofort zu mir kommen.
2766551,deu,"Tom bemerkte, dass jemand hinter Maria stand."
4790533,deu,Ich traf ihn vor einigen Wochen.
756534,deu,"Ich möchte Ärztin, Krankenschwester oder Lehrerin werden."
1824238,deu,"Erzähl ihm das nicht, oder er fängt an zu weinen."
1846705,deu,Wie viele Sätze übersetzt du am Tag?
5607384,deu,"Ein Schiff, das nur auf Reede oder im Hafen liegt, bringt nichts ein. Es muss sich Wind und Wellen aussetzen."
3115859,deu,Aus andrer Leute Haut ist gut Riemen schneiden.
2425878,deu,"Die ganze Welt besteht aus vier Elementen, welche der Urstoff aller Körper sind."
426450,deu,Ich bin Richtung Park gelaufen.
6618806,deu,Tom wird sich erholen.
7727373,deu,"Wo man Bier braut, da lässt sich's gut leben."
414231,deu,„Softwareentwicklung“ ist keine „Produktion“.
1415442,deu,Ich muss tanken.
805565,deu,Wir sehen uns nächste Woche Dienstag!
1985873,deu,"Ich weiß, was sie sagte."
950497,deu,Ich mag diesen Pulli nicht.
1818224,deu,Wir müssen den Schnee vom Dach fegen.
2234651,deu,Was ist deine Empfehlung?
3275374,deu,Welche Sprachen spricht Tom?
6641278,deu,Wir haben ihn dazu gebracht zu gehen.
2497721,deu,"Manche Sätze sind so verdammt lehrreich, dass es wehtut."
1709498,deu,Tom rasiert sich auf seinem Zimmer.
5732742,deu,Jeder Mensch sollte seine Muttersprache sprechen können.
5236324,deu,Wir müssen eine neue Art von Energie entwickeln.
6625271,deu,Tom und ich werden mit Maria gehen.
3167416,deu,Tom ist ein schlauer Kerl.
3249884,deu,Tom scheint das Geheimnis zu kennen.
1112764,deu,Ich bin über das Wetter erfreut.
7340816,deu,Tom ist ein Sieger.
423835,deu,"Sein Einfluss war es, wieso sie begann, sich für Ökologie zu interessieren."
3275574,deu,Dieser Schal fühlt sich weich an.
1552402,deu,Die Bushaltestelle kann man in einem Fünf-Minuten-Fußmarsch von hier erreichen.
3123049,deu,"Ich möchte, dass alles perfekt ist."
3651050,deu,"Ich weiß, was ihr heraussucht."
4225756,deu,Ich habe früher in Kōbe gelebt.
1319028,deu,"Der Begriff Infrastruktur umfasst alle langlebigen Grundeinrichtungen personeller, materieller oder institutioneller Art, die in ihrer Gesamtheit das Funktionieren einer arbeitsteiligen Volkswirtschaft garantieren."
2684794,deu,"Wenn der Mensch zuviel weiß, wird das lebensgefährlich. Das haben nicht erst die Kernphysiker erkannt, das wusste schon die Mafia."
5956551,deu,Diese Blumen kommen aus Holland.
7548754,deu,Wir sehen dem Kind beim Spielen zu.
3703377,deu,Ich bin ein Freund von Tom und Maria.
1933335,deu,Dieser Geruch widert mich an.
1044969,deu,Er spricht Französisch und noch besser Englisch.
6688973,deu,"Wollt ihr, dass ich es euch noch einmal erkläre?"
781963,deu,"Um deine Brustmuskeln zu trainieren, versuche dreißig Liegestütze zu machen."
6300031,deu,Die Frau und der Mann gehen.
5369005,deu,"Wenn du mich darum gebeten hättest, so hätte ich dir’s gegeben."
1629634,deu,Er ist ein verkannter Held.
1984789,deu,"Geh du ans Telefon, das ist sicher für dich."
6095741,deu,"Der Sand war so glühend, dass es uns die Füße versengte."
2282986,deu,"In dieselben Flüsse steigen wir hinab und nicht hinab, wir sind es und sind es nicht, denn in denselben Strom vermag man nicht zweimal zu steigen."
6642066,deu,Tom wird sehr gerne hier sein.
3998017,deu,Ich werde mich mit voller Konzentration für die Aufnahmeprüfungen vorbereiten.
6625532,deu,Tom hat es erkannt.
2794535,deu,"„Musst du heute zur Schule, Tom?“ – „Nein, die fällt wegen des Taifuns aus.“"
4109072,deu,"Vielleicht sollte Tom besser aufhören, bevor er sich noch weh tut."
2127219,deu,"Dass man in eine andre Haut schlüpfe, hilft nicht in den Himmel."
1275037,deu,"Wissen Sie, was zu tun ist, wenn im Gebäude ein Brand ausbricht?"
2484872,deu,"Er hatte wieder einmal recht, so wie immer."
1489240,deu,Der Mut des Jungen überraschte alle.
4901844,deu,Aus einer Zweitsprache in die Muttersprache übersetzt sich’s mit geringerer Fehlerwahrscheinlichkeit als umgekehrt.
1521343,deu,Ich kann viele Sprachen.
6460591,deu,Hast du etwas von Freddie gehört?
2627767,deu,"Weißt du, was Glück ist?"
6626224,deu,Dein Vater will dich.
454125,deu,Mein Vater ist gerade nicht zu Hause.
359638,deu,"Würden Sie bitte hier Ihren Namen, Ihre Adresse und Ihre Telefonnummer hinschreiben."
2737572,deu,Er ist in Deutschland aufgewachsen.
6962774,deu,Meine fünfjährige Enkelin sitzt auf dem Schemel.
718266,deu,Ich möchte euch keine Umstände bereiten.
1585467,deu,"Bah, was ist denn das für eine Plörre? Du gießt wohl nicht häufig Kaffee auf?"
2718692,deu,Er ist selten zu Hause.
3062317,deu,"Scherzen bedeutet, etwas auf unernste Weise zu sagen oder zu tun in der Absicht, zu amüsieren und Gelächter auszulösen."
1309720,deu,Das wünsche ich keinem.
1562680,deu,Tom zwinkerte Maria zu.
7730258,deu,Ich bin nicht immer beschäftigt.
3206634,deu,"Der Tod ist Verlöschung. Es gibt keinen Grund, anzunehmen, dass es anders wäre."
7478711,deu,"Tom und Maria sagten Johannes, dass sie glaubten, Elke sei unbeeindruckt."
4901685,deu,An der Ecke bogen wir links ab und fuhren nach Norden.
392756,deu,Wurde die Sekretärposition bereits besetzt?
2188199,deu,"Ich verstehe gut, dass ein Genie meinen Rat nicht benötigt."
1537633,deu,Tom sah seinen ehemaligen Arbeitgeber auf einer Konferenz.
1989337,deu,"Korrigiere die Fehler, falls welche vorhanden sind."
2063966,deu,"Tom versucht, ein Lächeln zu unterdrücken."
2695998,deu,Kannst du helfen?
900573,deu,Ich habe kein Glück im Spiel.
365955,deu,Sie sind beide gute Lehrer.
3870741,deu,"Manche sagen, dass jede Stunde Schlafes vor Mitternacht so viel wert ist wie zwei danach."
6149733,deu,Jemand muss es ihm gesagt haben; ich war aber nicht diejenige.
1811071,deu,"Ich kann Tom nicht finden. Er ist doch noch nicht fort, oder?"
3994421,deu,Mit einem Mal schlief ich tief und fest.
643012,deu,Sie war zu Tränen gerührt.
364474,deu,"Woher wusstest du, dass er verheiratet ist?"
3764050,deu,Bitte helft mir.
2797742,deu,Über was hast du mit Tom geredet?
2815655,deu,Was in der Welt wiegt diesen Rausch des Entzückens auf?
2125786,deu,Gute Bäume tragen zeitig.
1556036,deu,"Ich mag es nicht, wenn ich angesprochen werde."
1907472,deu,Du musst dich deinen Ängsten stellen.
4506079,deu,"Mach einfach nach, was wir machen."
975933,deu,Er prahlte nie mit seinem Erfolg.
4912469,deu,Du könntest in der Hängematte schlafen.
3415881,deu,Das sieht super aus.
367408,deu,Tanzen Sie gerne?
3068964,deu,Ich muss etwas Rattengift kaufen.
367344,deu,Wo ist die Post?
826044,deu,Er hat jeden Tag zuhause geübt.
1002059,deu,Gehorcht die Natur den Naturgesetzen oder gehorchen nicht vielmehr die Naturgesetze der Natur?
4329721,deu,Tom spielt gerade sehr gut Gitarre.
3523133,deu,Wie wurde Tom verletzt?
5315446,deu,"Wir fingen an, uns aufzuregen."
1254094,deu,Katzen fressen keine Bananen.
1947276,deu,Der Mann raubte Susan ihr gesamtes Geld.
751293,deu,Kannst du Orgel spielen?
427506,deu,Wartet bitte hier.
6637110,deu,Seit Tagen hat Maria Kopfschmerzen.
7034850,deu,Die Kabylei liegt in Nordafrika.
5728458,deu,Im Leben muss man Kompromisse schließen.
2987439,deu,Ich bin für das Studium nach Amerika gegangen.
6890015,deu,"Meine Eltern hätten mir das das nicht erlaubt, als ich noch jünger war."
7738089,deu,Ich bin's leid!
5283691,deu,Ich bin schrecklich.
7584254,deu,"Maria bestand darauf, dass sie recht hätte."
6927319,deu,Diese Firma baut eine Fabrik in China.
3795836,deu,Apfelsinen haben einen hohen Vitamingehalt.
1875427,deu,Tom konnte nie ein Geheimnis vor Maria verbergen.
2390394,deu,Wartest du auf etwas?
5053789,deu,Du machst uns neugierig.
3165450,deu,Wie viele Leute kommen wohl zum Klassentreffen? Was meinst du?
1020655,deu,"Jetzt, wo ich genug Geld habe, kann ich mir diesen Fotoapparat kaufen."
1790790,deu,"Es schien mir ungewöhnlich, dass er noch so spät nachts wach war."
1293857,deu,Waldorfsalat ist ein Salat aus säuerlichen Äpfeln mit Walnüssen und rohem Knollensellerie.
373112,deu,Sie hat vielleicht den Zug verpasst.
5119881,deu,"Ein Herz ist ein Schloss, aber ein Schloss öffnet man auch mit einem nachgemachten Schlüssel."
7489870,deu,Wir bewundern dich.
413440,deu,Die Räuber stahlen das gesamte Geld im Tresor.
6014567,deu,"Das ist mein Planet. Scher dich zurück, woher du gekommen bist, du dreckiger Marsianer!"
1931197,deu,Tom ist bis halb drei zurück.
1958846,deu,"Krieg verzehrt, was Friede beschert."
570722,deu,Wir werden London vor Anbruch der Dunkelheit erreichen.
2413496,deu,Meine Mutter will mich in der Schweiz studieren lassen.
2146699,deu,"Ich wünschte, es würde aufhören zu regnen!"
5265994,deu,"Was geht es dich an, was ich mache?"
6140131,deu,Toms Katze sonnt sich.
1932107,deu,"Tom sagt, dass es Zeitverschwendung sei, jedem zu Gefalle zu sein sich zu bemühen."
791338,deu,"Wofür steht die Abkürzung DB? - ""Entweder für 'Datenbank' oder für 'daheim bleiben'."""
5707380,deu,Was für eine wunderbare Nacht!
7697395,deu,Tom ist schlauer als jeder andere Schüler in unserer Klasse.
5079321,deu,Tom und ich gingen in dieselbe Schule.
6462436,deu,"Mein Name ist Tom, nicht John."
7483078,deu,Warum sorgst du dich so um Tom?
3233643,deu,Schlafentzug wird zur Behandlung von Depressionen eingesetzt.
1569469,deu,Sie müssen Ihre Schuhe vor dem Betreten der Häuser ausziehen.
5474105,deu,"Es ist besser, weniger Donner im Munde zu führen und mehr Blitz in der Hand."
754244,deu,Ich wurde krank.
2286923,deu,"Kleine Geister interessieren sich für das Außergewöhnliche, grosse Geister für das Gewöhnliche."
787405,deu,Du musst dein albernes Betragen beenden.
718537,deu,"Sie schaute mich an, als Tränen ihr die Wangen herunterliefen."
1404741,deu,"Bei nüchterner Betrachtung ist das Projekt doch nicht so vielversprechend, wie es zu Beginn der Planung erschien."
6394021,deu,Keiner ist besser als du.
7289957,deu,Wir sind schüchtern.
3595824,deu,"Wer wird sich um meinen kranken Großvater kümmern, wenn mir etwas zustößt?"
3013604,deu,Er gibt sich noch nicht geschlagen.
1462135,deu,Wo ist die Touristen-Information?
2051447,deu,Tom und Maria spielen oft Billard.
642347,deu,Ich möchte eines Tages mit dir Tennis spielen.
6644352,deu,Ich habe ein kleines Auto.
1640754,deu,Mit diesem Satz hast du mir zu einem lang anhaltenden Schmunzeln und zu einer Extraportion Gute Laune verholfen.
453704,deu,"Bitte komm, um mich morgen zu sehen."
5325875,deu,"Die Thermodynamik ist eine Teildisziplin der Physik, welche sich mit Energie und Arbeit eines Systems beschäftigt."
3052635,deu,"Sie ließen einen gläsernen Sarg herbeischaffen, in dem man sie von allen Seiten sehen konnte."
687245,deu,"Wenn das klappt, heiße ich Meier."
1860355,deu,Die meisten Wissenschaftler halten von ihrer Entdeckung nicht viel.
1466937,deu,Geht weg von hier!
1841361,deu,Sie hat einen vollen Terminkalender.
4899907,deu,Sie hat mir ihren Namen nicht verraten.
2164302,deu,"Tom hat eine jüngere Schwester, aber Maria hat sogar zwei ältere Brüder."
3267968,deu,So bekam ich meine ersten Deutschlehrbücher.
3164565,deu,Ich höre nicht mehr auf dich.
5948993,deu,Tom hat vergeblich gewartet.
369379,deu,Um es offen zu sagen: Du hast einen Fehler begangen.
1846693,deu,Wann hast du diesen Brief übersetzt?
1599907,deu,Ich wohne in Shymkent.
379878,deu,Sein Einfluss erstreckte sich über das ganze Land.
2299165,deu,Was hast du ihm angetan?
1628054,deu,Trainierst du lieber alleine oder in der Gruppe?
1822916,deu,Mein Zug fährt um sieben und kommt um neun Uhr in Tokio an.
3160515,deu,Tom fehlt seine Mutter sehr.
631689,deu,"Sie zwinkerte mir zu, als ob sie sagen würde: Ich liebe dich."
392875,deu,Möchtest du etwas haben?
6152515,deu,"„Hör auf zu lachen!“ sagte Geppetto wütend, aber er hätte ebensogut gegen eine Wand reden können."
7334948,deu,"Maria sagte, dass sie es damit nicht eilig habe."
4254309,deu,Das Blut gefror mir in den Adern.
5331325,deu,Könntest du mir nur eine Minute helfen?
3896481,deu,"„In dich war ich verliebt, nicht in Maria.“ – „Warum hast du mich das denn nie spüren lassen?“"
751529,deu,Das Leben ist schwer.
1248341,deu,Er hat zu tief ins Glas geschaut.
2638932,deu,Jerusalem ist die Hauptstadt von Israel.
1844251,deu,"Er war nie ein Mann, der sich von Bagatellen umschmeißen lässt."
345568,deu,"Luft ist für den Menschen, was Wasser für den Fisch ist."
5504511,deu,Wer fand meine Geldbörse ?
3701529,deu,Ihr Junge wurde Edward genannt.
657936,deu,Was ist der Zweck Ihres Besuches?
4128799,deu,Tom las einfach sein Buch weiter und ignorierte Maria.
5117927,deu,"Ich weiß nicht, wer ich bin."
6839920,deu,Die Eltern meiner Eltern sind meine Großeltern.
1164018,deu,Kaffee verleiht dir Energie!
2137283,deu,"Wenn dieser Unfall nicht gewesen wäre, wären wir schon rechtzeitig angekommen."
1290865,deu,"Ich habe dich den ganzen Tag gesucht, aber dich nirgendwo gefunden."
5331354,deu,Es ist halb acht.
1989292,deu,Kuwait erlitt ernsthaften Schaden.
5338075,deu,Das Eichhörnchen hat die Haselnuss gefressen.
2530935,deu,"Kommt, wir spielen jetzt Verstecken."
5085886,deu,Tom konnte nicht gehen.
947138,deu,"Da das Licht aus ist, scheint wohl keiner da zu sein."
1360255,deu,Dichter wie Milton sind dünn gesät.
4819872,deu,"Ich werde darauf achten, dass Sie nach dem ersten Jahr eine Gehaltserhöhung bekommen."
818980,deu,Jim mag den Doktor.
1259285,deu,Er hat nicht ein Wort zu uns gesagt.
3001579,deu,"Ich versuche schon seit Stunden, dieses Problem zu lösen."
1819015,deu,"Er hat eine starke Schulter, an die man sich anlehnen kann."
3710757,deu,Dort war ein wunderschönes Mädchen mit schwarzen Haaren im Park.
1641001,deu,"Wir hatten mehr übernommen, als wir bewältigen konnten."
348950,deu,"Sie ist arm, aber sie ist glücklich."
3663479,deu,Wie ist sie heute?
7361249,deu,"Maria meinte, sie könne Tom dabei helfen."
922047,deu,Sei nicht so streng. Das sind doch nur Kinder.
414332,deu,"Der Weg, der den Berg überquert, war eng, und dazu noch sehr steil."
4453561,deu,Sonntags trage ich normalerweise Jeans.
2234629,deu,Du hast die Texte diktiert.
4846428,deu,"Es gibt keinen Grund, es gibt keinen Grund."
692953,deu,Meine Frau arbeitet in Teilzeit.
791885,deu,Um Mitternacht gab er mir einen Ring.
5562203,deu,Ich mache Popcorn. Willst du welches?
3704289,deu,"Könnte ich das Buch wiederhaben, das ich dir neulich geliehen habe?"
4840215,deu,Mit sechzig beginnt man jung zu sein — und dann ist es zu spät.
423845,deu,Mein Bruder steht immer früher als ich auf.
741509,deu,Er hat eine schlechte Handschrift.
1394874,deu,"Sie lächelte vielversprechend, so als könne sie jetzt sagen, was sie zuvor geheimgehalten hatte."
2798493,deu,"Nach einem anderen Erdteil zu reisen, glich damals fast einer Unmöglichkeit."
4697448,deu,Wie viel bin ich dir für die Eintrittskarte schuldig?
4070314,deu,Im Esperanto gibt es keine Ausnahmen.
2099136,deu,"Ich meine, Erziehung sollte säkular sein und nicht religiös verwurzelt."
7429247,deu,Ich will nach Hause!
1428739,deu,"Ruhe dich aus, während ich fahre."
5992661,deu,Ich bin die Schwester von Tom.
4058115,deu,Ich freute mich für Tom.
6113563,deu,Es machte Tom glücklich.
2876986,deu,Wir haben den Gegner unterschätzt.
839778,deu,Wo sind die Messgeräte?
1682218,deu,Ist die erste mittelalterliche Glasherstellung eine Fortsetzung der römischen Glasereitechnik?
1885276,deu,Hauptsache es gibt dort ein Bett!
3770834,deu,Gib das zerschnittene Obst am nächsten Tag dazu und lass es 24 Stunden ziehen.
7005138,deu,"Ich nahm an, sie sei deine Freundin."
554233,deu,Wir haben morgen geschlossen.
7015416,deu,Ein Mann bringt Wein.
2681150,deu,"Zwei Fernsehjournalisten, die von einem Dach aus filmten, wurden verhaftet."
6796980,deu,Ich brauche eine detaillierte Antwort.
2435240,deu,Ich erinnere mich fast nie an meine Träume.
5912494,deu,Hat Tom sich mit dir in Verbindung gesetzt?
7027886,deu,Maria war nie verliebt gewesen.
1245540,deu,Andere Mütter haben auch schöne Töchter.
3060052,deu,"Ich wusste nicht, wie ich auf seine Frage antworten sollte."
5023471,deu,Tom hat mich am Flughafen abgesetzt.
2514050,deu,"Liisa setzte Himmel und Hölle in Bewegung, um Markku daran zu hindern, seinen Plan zu verwirklichen."
6421320,deu,"Tom sah Marias Wagen in der Einfahrt stehen und fragte sich, was wohl der Grund ihres Besuches sei."
2983886,deu,"Mancher liest nur Bücher, um die Zeit totzuschlagen."
6452656,deu,"Jeder Wandel ist ein Versprechen, das du dir selber gibst."
3781608,deu,Du musst schnell arbeiten.
4070674,deu,Meine Arbeit hier ist fertig.
1870228,deu,Wir sind nur Freunde.
6770266,deu,"Das ist kein Fehler, sondern nur eine kleine Ungenauigkeit."
344429,deu,Er hat es nur zum Spaß gemacht.
1932203,deu,"Tom weigert sich, irgendwas zu kaufen, was in China hergestellt worden ist."
4929654,deu,Es war ein guter Tag.
380250,deu,Sie las ihm ein Gedicht vor.
3517744,deu,"Es ist besser für deine Gesundheit, wenn du die Treppe hochläufst."
3971962,deu,Ich bin gewissenhaft.
2409404,deu,"Einen Dummkopf zu betrügen, ist eine Handlung, die eines Menschen von Geist würdig ist."
2634765,deu,Er hat seine Familie im Stich gelassen.
2265619,deu,Morgen stehe ich zeitig auf.
1791593,deu,Es kann schon frustrierend sein.
6068515,deu,Keiner soll mich am Lernen hindern.
6954219,deu,"Ich liebe Tom, aber ich weiß nicht, ob er meine Gefühle teilt."
1314853,deu,Ich pflichtete ihr bei.
357769,deu,Ich lerne nicht gern.
7361544,deu,Der Wiederaufbau der Stadt nach dem Krieg hat viel Zeit in Anspruch genommen.
4689225,deu,"Glaubst du immer noch, dass das unmöglich ist?"
4637848,deu,Morgen ist Ihr freier Tag.
3755218,deu,Reich mir bitte den Kleber und die Schere in der Box.
3033494,deu,Ich habe sie für Tom geschrieben.
1538002,deu,Präsident Lincoln hat die Einladung angenommen.
7696880,deu,Layla hat Überstunden gemacht.
1443972,deu,Der Himmel ist voll mit Sternen.
812749,deu,"Ich folge Christo nach, von ihm will ich nicht lassen im Wohl und Ungemach, im Leben und Erblassen."
344553,deu,Ich kenne den wahren Grund für seine Abwesenheit.
3992265,deu,Immer wieder nimmt man sich Dinge vor und scheitert dann an der Umsetzung.
4787712,deu,Hetzer vereinigt euch!
7022783,deu,Der Neptun hat 13 bekannte Monde.
3031791,deu,Das möchte ich keineswegs in Zweifel ziehen.
5437695,deu,Heute ist nur ein Drittel der Schüler zum Unterricht gekommen.
7427912,deu,Tom wollte keine Staatsaffäre daraus machen.
541775,deu,Mein Großvater ist mit 80 Jahren an einer Krankheit gestorben.
5102053,deu,"Um kämpfen zu können, brauchen wir nicht nur starke Arme und einen schnellen Geist, wir brauchen den Glauben."
3043203,deu,"Nachdem das deutsche Volk die Berliner Mauer eingerissen hatte – eine Mauer, die in Ost und West, Freiheit und Tyrannei, Angst und Hoffnung teilte –, fielen Mauern auf der ganzen Welt."
756043,deu,Niemand hatte Fragen zum Plan.
6059570,deu,Tom! Das Auto steht in Flammen!
1651194,deu,Antares ist ein roter Stern.
1844240,deu,Die Gammler sind die Lilien auf dem Feld des Wirtschaftswunders.
4089844,deu,Er trommelte mit den Fingern auf dem Lenkrad.
4158628,deu,"Über hundert Tonnen an Staub und sandkorngroßen Partikeln nehmen die Erde jeden Tag aus dem All unter Beschuss, zumeist jedoch unbemerkt."
3275925,deu,Maria schaute Tom mit glühenden Augen an.
2830389,deu,"Den Fisch, den wir essen wollen, ist noch nicht gefangen."
6471419,deu,Tom ist offensichtlich in Schwierigkeiten.
3135651,deu,Eine gute Magd wird eine gute Frau.
3172907,deu,Tom wird die Wahrheit sagen.
1780128,deu,Da stehn wir angefesselt von Entsetzen.
3458503,deu,Tom hat lauter gute Absichten.
6618814,deu,Tom wird gedemütigt.
1875920,deu,"Sie riefen den Psychiater an und fragten, was sie tun sollen."
7295211,deu,Ich freue mich auf heute Abend.
7600298,deu,Tom war anderer Auffassung.
1605467,deu,"Das Museum sammelt Ausstellungsstücke, die mit der Geschichte der Kinomatografie verbunden sind."
2770945,deu,"Ein Konservativer hat mal gesagt, in seinem Lande ginge durch Festredner und Grußworte mehr Arbeitszeit verloren als durch Streik."
2408088,deu,"Tiere sind schon darum merkwürdiger als wir, weil sie ebensoviel erlebt haben, es aber nicht sagen können. Ein sprechendes Tier wäre nicht mehr als ein Mensch."
1314550,deu,Ist er Japaner?
510121,deu,Wessen Bücher sind das?
2970844,deu,"Die Vereinigten Staaten sind das einzige Industrieland, in dem es keinen Anspruch auf bezahlten Urlaub gibt."
7456835,deu,Diese Äpfel sind für Tom.
4286312,deu,Tom hat das Bild von der Wand abgenommen und dort ein anderes aufgehängt.
943848,deu,Wir alle wollen gewinnen.
3589723,deu,"Ich kenne ihn besser, als alle anderen es tun."
2704236,deu,Sie hat alles gesehen.
904974,deu,Sie nutzte jede Gelegenheit.
6978630,deu,Er ist sehr kräftig.
6175875,deu,Geteiltes Leid verringert sich.
2377183,deu,Es sollte nichts aus dem Rahmen fallen.
621966,deu,Wir haben Basketball in der Turnhalle gespielt.
392890,deu,Immer beschwerst du dich.
1418988,deu,"Was ich mir jetzt wünsche, ist eine Tasse heißen Kaffee."
7676337,deu,Seine Bemerkung hat mit dem Thema nichts zu tun.
2090717,deu,Endlich wird es Herbst!
918585,deu,"Einige Klarinettisten benutzen A-Klarinetten anstatt B-Klarinetten für Passagen, die sonst in ungewöhnlichen Tonarten stünden."
752655,deu,Durch Alter reift man nicht - es sei denn man ist ein Käse.
2763250,deu,Legen Sie Ihre Waffen nieder!
2676923,deu,Ich hätte mehr lernen sollen.
5231471,deu,Tom möchte schwimmen lernen.
3321295,deu,Ihr seid zu Hause.
1593820,deu,Ich habe einen Unfall verursacht.
3016231,deu,Versetz dich in meine Lage!
3404091,deu,"Seid ihr sicher, dass der Mann Arzt ist?"
362188,deu,Ich gehe lieber zu Fuß als Rad zu fahren.
6375512,deu,"Sami zog nach Toronto, Ontario."
2903790,deu,Ich werde eine Veranstaltung organisieren.
1785550,deu,Es gibt in Managua sehr wenige Indios.
1147697,deu,Das Flugzeug landete genau um 6 Uhr.
1711479,deu,Ihre Klugheit erstaunt mich oft.
1291172,deu,Sie sind schon seit Jahren zerstritten.
2133829,deu,Warum kaufst du kein Fahrzeug?
1691523,deu,Ohne deine Ermutigung hätte ich dieses Vorhaben aufgegeben.
440102,deu,Es fehlt ein Messer.
6614980,deu,Tom trainiert.
528089,deu,Wir gingen gradewegs Richtung Norden los.
3461729,deu,Ich werde im April anlässlich der Hochzeit meines Cousins in New Orleans sein.
2456671,deu,Wer schweigt hat wenig zu sorgen; der Mensch bleibt unter der Zunge verborgen.
7428448,deu,"Tom stolperte auf der Treppe, als er gerade einen Sack Kartoffeln in den Keller bringen wollte, und brach sich ein Bein."
547395,deu,Ich werde teilnehmen.
3759939,deu,Tom war sehr nett zu mir.
882816,deu,Generell mag ich chinesisches Essen.
1934499,deu,Tom muss mindestens dreißig sein.
1075008,deu,Wie viele Leute gibt es in Ihrer Familie?
5926216,deu,Sie schliefen mit ihrem Prinzipal.
4924271,deu,Warum wollen Sie das Haus verkaufen?
1810621,deu,Es liegt eine Blume auf dem Tisch.
2440579,deu,"„Haben Sie denn kein Mitleid mit mir?“ — „Mitleid? Nein, Mitleid hab ich keins.“"
572948,deu,"Es ist schwierig, mit dem Rauchen aufzuhören."
678508,deu,Wie viel brauchst du?
1759524,deu,Wie interpretieren Sie diese Ereignisse?
3283457,deu,Tom ist mit dem legendären Orientexpress von Paris nach Istanbul gefahren.
2633959,deu,Susanne kommt ganz nach ihrer Mutter.
1862719,deu,Ist Wasser im Topf?
2709874,deu,Dies geschieht bereits seit Jahrmillionen.
351765,deu,Ich gehe zu Fuß zur Schule.
1803523,deu,"Spiel nicht den Moralapostel, das ist unnötig."
4310418,deu,Ich habe wieder Schulden gemacht.
727499,deu,"Ich möchte wissen, was aus dem Freund geworden ist mit dem ich fischen ging."
2968903,deu,„Mit Teddybären zu spielen ist kindisch. Ich sehe mir lieber die Nachrichten an.“ – „Aber Tom! Du bist erst sechs. Du darfst ruhig kindisch sein! Sei es und genieße es!“
1973404,deu,Ich kann nicht mit Tom sprechen.
2893080,deu,"Um seine Ziele durchzusetzen, war Markku jedes Mittel recht."
2290065,deu,Die Straße ist sehr verkehrsreich.
2731105,deu,Gehen Sie zwei Blöcke weiter und dann nach links.
2783318,deu,"Wir müssen es so einrichten, dass wir ausreichende Vorräte für den Winter haben werden."
3043723,deu,"Wusstet ihr, dass Tom drei Kinder hat?"
7360698,deu,Die Leute hier tun das oft.
2187032,deu,Eine ganze Woche lang verspürte sie Abscheu gegen jede Art von Speise.
5129651,deu,Erwerben ist leichter als Erhalten.
2109253,deu,Was wünschst du?
3513326,deu,Tom sah genauer hin.
7459683,deu,Eine Kiste fehlt noch.
3175893,deu,Was willst du wirklich tun?
2627642,deu,"Deine Missgunst ist nicht imstande, mein Glück zu trüben! Erblasse nur vor Neid!"
3760529,deu,"Als ich eine Topfpflanze in meinem Garten hochhob, krabbelten darunter jede Menge kleiner Insekten, und ich stieß instinktiv einen Schrei aus."
1930900,deu,Sein Rat veranlasste mich dazu meine Meinung zu ändern.
3884896,deu,Ich gehe als Erster!
7669158,deu,Toms Messer ist scharf.
5817420,deu,"Ich kann dir nicht sagen, was für ein trauriges Gefühl es in mir verursacht."
7568012,deu,"Ich kann es kaum glauben, dass Sie hier sind."
2510425,deu,Nur wenige Menschen kennen die wahre Bedeutung.
7452717,deu,Tom hatte eindeutig Angst.
7071167,deu,Die erste Arbeit bekam Tom als Schneeschaufler.
797902,deu,"Denn wenn eine Frau zu viel allein gelassen wird, fängt sie früher oder später zu denken an... Und man weiß nicht, was sie dann entdecken mag."
7578188,deu,"Das hier ist eine deutsche Marke und diese ist eine französische, aber beide Produkte werden in China hergestellt."
1754493,deu,"Nicht so einfach vom Tisch fegen lässt sich die Behauptung, dass Tatoeba eine wahre Fundgrube sei ... für den, der sprachliche Fehler und stilistische Mängel sucht."
7697061,deu,Maria stimmte zu.
1384339,deu,Schlagt eure Bücher auf Seite hundertfünfzig auf.
1790857,deu,Er eilte von Paris nach Rom.
1963522,deu,Wir sehen uns in zwei Jahren.
407143,deu,Wie lange wirst du bleiben?
2228250,deu,Wo könnte ich shoppen?
444336,deu,"Die Website ist schon in 7 Sprachen verfügbar und wir hoffen, dass wir in den nächsten Wochen neue Optionen einführen können."
2667445,deu,Tom ist gerade zusammengebrochen.
1927241,deu,"Mary ist der beste Beweis dafür, dass es für Tom Liebe auf den ersten Blick wirklich gibt."
6173004,deu,"Alle haben gefragt, warum du nicht da seist. Ich habe gesagt, dass du weggefahren seist."
795566,deu,Meine Tochter liebt das Seilspringen.
460495,deu,"Der Bambus bog sich, aber er brach nicht."
2209757,deu,Schweigen ist auch eine Antwort.
5717029,deu,Ich bestellte Pizza.
5251082,deu,Es gab kein Leben auf der Insel.
2337129,deu,Morgen ist der Tag der Abreise.
5142976,deu,Mein jüngster Bruder ist vierzehn Jahre jünger als ich.
5158543,deu,Ich bin ein wenig verletzt.
2344985,deu,Er fühlte sich ausgegrenzt.
1172603,deu,Er hat sich viel um das Projekt bemüht.
2165443,deu,Ihrs ist dort drüben.
1913670,deu,Was für eine Menge Stifte!
