sentence,lang,predicted
Han dormido en la misma habitación.,spa,spa
Las bacterias se replican de forma autónoma.,spa,spa
Tom has been a perfect gentleman.,eng,spa
She asked him to come into her house.,eng,spa
Tom and I got along really well.,eng,spa
¿Lo quieres con pimienta?,spa,spa
I started to read my new book.,eng,spa
Tom didn't want to be in the same room as Mary.,eng,spa
Prefiero tomar el bus.,spa,spa
Soy incapaz de explicártelo.,spa,eng
Tom asked if there was anything he could do to help.,eng,eng
There's something else I want to discuss with you.,eng,spa
La llegada de las tropas condujo a más violencia.,spa,eng
Our profits exceeded even the most optimistic estimates announced last year.,eng,spa
Me he mordido en la lengua hasta hacerla sangrar.,spa,spa
The village is easy of access.,eng,spa
Al fin encontré lo que estaba malo en mi televisor.,spa,spa
"Dos libélulas se aparean sobre tu cabeza. ""No las sentí aterrizar ¿Todavía están en mi cabello?"" -No, volvieron a huir. -¡Oh, ahora las veo, qué hermosas son!",spa,eng
Esto lleva su tiempo.,spa,eng
Había un grupo de niños jugando en el parque.,spa,spa
Ken es amable con las chicas.,spa,spa
Fadil was somebody who showered a lot of attention on Layla.,eng,spa
¿Me odias?,spa,spa
Tom snuck out of the office.,eng,eng
Mis padres se aman mutuamente.,spa,spa
Where did you go for vacation?,eng,eng
Tom has a valid point.,eng,spa
La novela latinoamericana se caracteriza por sus contrastes.,spa,spa
Tom es sordo de su oído izquierdo.,spa,spa
I saw it on the news.,eng,spa
Él le rogó que no la molestara.,spa,spa
There were some beautiful women at the club last night.,eng,spa
Entré por error a la pieza de otro.,spa,spa
What kind of place is this?,eng,eng
No cometas semejante error.,spa,spa
I think Tom and Mary are busy.,eng,spa
Douglas did not oppose slavery.,eng,spa
Tom has got to be here someplace.,eng,eng
Sami was walking to the auditorium.,eng,spa
Yo conduciré hasta Detroit.,spa,eng
"Si me ayudas con el inglés, te ayudo con el francés.",spa,spa
Esta mañana he ido al trabajo en bicicleta.,spa,spa
She lied about her age.,eng,spa
Tom and Mary noticed John at the same time.,eng,eng
¡Estoy tan enamorado!,spa,eng
Su hija mayor no está casada todavía.,spa,spa
Cualquier comentario será agradecidamente apreciado.,spa,spa
Jaume's grandmother spoke Catalan better than Spanish.,eng,spa
My father and my older brother work in this factory.,eng,spa
There are few passengers on this train.,eng,spa
Tom no sabe qué pasó.,spa,spa
"La filantropía es loable, pero no debe hacer que el filántropo pase por alto las circunstancias de la injusticia económica que hacen que la filantropía sea necesaria.",spa,spa
Estaba tranquila hasta que vi la jeringuilla.,spa,spa
El paisaje era plano y monótono.,spa,eng
Él quedó satisfecho.,spa,eng
Acabo de volver a la ciudad.,spa,spa
You're entitled to your own opinion but not your own facts.,eng,spa
Tom was afraid for his life.,eng,eng
"Brasil, un sueño intenso, un rayo vívido de amor y esperanza desciende a la tierra, si en tu cielo encantador, alegre y claro resplandece la imagen de la Cruz del Sur.",spa,spa
Mary cannot open the door.,eng,spa
We were on a break.,eng,spa
Tom se desgarró un músculo.,spa,eng
Los tres chicos tenían solo dos dólares entre todos ellos.,spa,spa
Estoy estudiando francés porque lo necesito para mi trabajo.,spa,eng
Mi ciudad está a cincuenta kilómetros de la capital.,spa,eng
¿Qué es eso en el cielo?,spa,eng
I'm going to eat a peach.,eng,eng
Has your father ever been to Africa?,eng,eng
Ella corrió tan rápido como pudo.,spa,spa
Voy a esperar aquí a mi hermana.,spa,spa
Mary's parents told her that they thought that she was too young to get married.,eng,spa
"Disculpe, ¿Esto es suyo?",spa,eng
My mom bought this shirt for me.,eng,eng
Mi nombre no está en la lista.,spa,spa
Él ya está casado.,spa,spa
Él está intentando dejar de fumar.,spa,spa
Come over here. I'll rub your back.,eng,spa
Nuestro vuelo llegó con una hora de retraso.,spa,eng
Te dan nada por nada.,spa,spa
¿Cuándo te gustaría verle?,spa,eng
¿Lo compraste en el mercado negro?,spa,eng
La ciudad de Grimbergen en Bélgica ha aprobado una ley que prohíbe a la gente hablar cualquier otra lengua excepto flamenco en toda la ciudad.,spa,spa
¡Traé pizza y cerveza!,spa,eng
La niña es guapa.,spa,eng
I'm hoping to win.,eng,spa
"Tom is hiding something, isn't he?",eng,eng
¿Puedo ir a nadar esta tarde?,spa,spa
Puso patas arriba la habitación pero el dinero no aparecía.,spa,spa
Tom revolvió la sopa.,spa,eng
My favorite pianist is Frederic Chopin.,eng,eng
"Everyone is entitled to his own opinion, but not his own facts.",eng,spa
Gracias a los dos.,spa,spa
Tom and Mary cleaned their rooms.,eng,spa
Someone began to follow Tom.,eng,eng
I think that Tom is still cold.,eng,spa
Physics is hard.,eng,spa
To learn a foreign language requires a lot of time.,eng,eng
Aren't you going to work today?,eng,spa
Ella le aconsejó que mantuviera sus promesas.,spa,spa
El sol siempre se pone en el oeste.,spa,spa
They ate cheese and crackers.,eng,spa
"I hope you don't mind. ""Not at all.""",eng,spa
He has gone into debt.,eng,spa
El alma humana anhela algo noble.,spa,spa
Los he contado todos.,spa,spa
¿Cómo terminará?,spa,spa
Empleo cincuenta minutos en almorzar.,spa,spa
"Ella es buena para hablar en inglés, no lo es menos que su hermano.",spa,spa
You followed.,eng,spa
I come from Italy and I speak Italian.,eng,spa
"De regreso, compra leche.",spa,eng
You're going the wrong way.,eng,spa
Tom said that Mary is probably still the one responsible for getting that done.,eng,spa
Quédate en el infierno.,spa,spa
Estas oraciones son raras.,spa,spa
I don't often come to Australia.,eng,spa
Ayer estuve muy ocupado.,spa,spa
I didn't think that Tom would want to sing.,eng,spa
Iré donde ti.,spa,eng
Tom is never going to change his mind.,eng,spa
Está haciendo su trabajo.,spa,eng
También estamos aquí.,spa,spa
No estoy aquí por esto.,spa,eng
Él nunca viaja en tren.,spa,spa
Would you like ice cream?,eng,eng
I don't like that sentence.,eng,eng
It's freezing here.,eng,spa
Quiero tenerlo todo.,spa,eng
Todos la aman.,spa,spa
Can I make copies?,eng,eng
Tengo que vender mi casa.,spa,spa
No me puedo acordar de todos sus nombres.,spa,spa
Hadn't we better be going soon?,eng,eng
I cannot meet him out. It's raining.,eng,spa
"Al ver que ya llegaba media hora tarde, Natalia salió corriendo como alma que lleva el diablo.",spa,eng
Tom thinks that some of his friends may do that.,eng,spa
"Not that he couldn't, but he's too lazy a man to do it.",eng,eng
Tom no dejó de charlar con Mary en toda la noche.,spa,eng
Es casi hora punta.,spa,spa
Nicolaus Copernicus was born in Poland in 1473.,eng,eng
Are you an Uighur?,eng,spa
Tom doesn't know the difference between astronomy and astrology.,eng,spa
I confess that I don’t find this useful.,eng,spa
My father doesn't like soccer.,eng,spa
Tom and Mary didn't have to come if they didn't want to.,eng,eng
When you're a parent it's important to set a good example for your children.,eng,spa
Papá me ha construido una casa nueva.,spa,eng
Of course he passed the test.,eng,spa
That would take all day.,eng,spa
They began to walk after a while.,eng,eng
Tom may be embarrassed.,eng,spa
Why did you think you had to do that?,eng,eng
I have a grandson in Boston.,eng,spa
"Mary is optimistic, isn't she?",eng,eng
Los otros llegarán en unos pocos minutos.,spa,spa
No entendí lo que él dijo en absoluto.,spa,eng
I can only gape at such perfection.,eng,spa
Tom was good at his job.,eng,eng
Tom tiene que tomar un remedio cada tres horas.,spa,spa
Éramos amigos.,spa,spa
Mary told me she'd stay home.,eng,eng
El monte Everest es más alto que cualquier otra montaña en el mundo.,spa,spa
Tenga cuidado de no resbalar en las baldosas mojadas.,spa,spa
The guy over there is Tom.,eng,eng
Mary loves sunsets.,eng,spa
Tom believed that he could win.,eng,spa
I want to live in the same neighborhood where Tom lives.,eng,eng
Estás en graves problemas.,spa,spa
Tom wanted to make a deal.,eng,spa
Me gustan más las naranjas que las manzanas.,spa,spa
Mary drank a whole bottle of wine by herself.,eng,spa
You should consider studying French.,eng,eng
Debo admitir que me equivoqué.,spa,spa
Tom is wicked.,eng,spa
I thought Tom was going to be killed.,eng,spa
Me encanta este trabajo.,spa,eng
Would you tell him I'm ready?,eng,spa
Tom said that he wasn't tired.,eng,spa
A veces siento miedo de mí mismo.,spa,eng
There's no reason to keep it a secret.,eng,spa
Tom isn't invited.,eng,spa
My parents worry about my health.,eng,spa
I enjoy poker.,eng,spa
Tom immediately sensed danger.,eng,spa
Jamás dudé de ti.,spa,eng
Ya no puedo confiar en ti.,spa,eng
Tenías tiempo de sobra.,spa,spa
The new houses are of a uniform height.,eng,spa
El Ministro de Asuntos Exteriores dijo que esta guerra era inevitable.,spa,spa
No me gustan las medias palabras ni las tareas medio acabadas.,spa,spa
Tom tiene fama de no dejar nunca a nadie más decir nada.,spa,spa
Fui al parque a ver las flores.,spa,spa
Conozco un buen lugar para que pasemos el feriado.,spa,spa
Ellos no mantuvieron su promesa.,spa,spa
Viajaremos juntos.,spa,spa
Han hablado de un tema que no me interesa.,spa,spa
Tom asked Mary if she would be willing to donate some money.,eng,spa
With all due respect.,eng,eng
It looks like Tom is having a hard time doing that.,eng,spa
Esto sólo tomó una hora.,spa,spa
I'm pretty blind.,eng,spa
Tom would've gone if he could have.,eng,eng
Ella ha dejado de fumar.,spa,spa
"¿De quién son esos pendientes? ""Son de Tania.""",spa,spa
El avión va a aterrizar dentro de instantes.,spa,spa
Solo tengo cinco días de vacaciones este verano.,spa,spa
Tom no tiene que escuchar lo que Mary diga.,spa,spa
Vivo en Australia.,spa,spa
Ella tiene una caligrafía terrible.,spa,spa
Look around.,eng,spa
Me he leído el libro.,spa,spa
El genio hace lo que debe y el talento lo que puede.,spa,spa
Lies beget lies.,eng,spa
I like being alone.,eng,spa
Tom no tiene tiempo para hablar con nadie ahora.,spa,spa
Tom doesn't want to be the boss.,eng,spa
"That can diagnose anything, quicker and cheaper than a doctor.",eng,spa
This should be useful.,eng,spa
Háblame en inglés.,spa,spa
Nuestro profesor a veces habla demasiado rápido.,spa,eng
Se tienen que ir.,spa,spa
Mary tried to tell Tom that she liked him.,eng,eng
No hable por los demás.,spa,spa
"De acuerdo a la última crítica del Profesor Scott, yo no tengo nada más que agregar a mi respuesta anterior.",spa,spa
Wait for a second chance.,eng,eng
I walk to the house.,eng,spa
"Ese joven, ¿es de Perú?",spa,spa
Él se casó en Nicaragua.,spa,spa
Tom wanted to learn how to defend himself.,eng,eng
There are only two seasons in the tropics.,eng,eng
I just needed this one.,eng,spa
¿Con quiénes vives?,spa,eng
She wrote a small book on china.,eng,spa
I hope that Tom won't do that again.,eng,spa
"«¿Quieres beber algo?» «No, gracias, todavía tengo que conducir.»",spa,spa
I didn't think Tom would forget to tell Mary what needed to be done.,eng,spa
There should be some type of checks and balances.,eng,spa
Tom told me he wasn't very hungry.,eng,spa
"En el Montevideo antiguo, las casas eran construidas de adobe, piedras y cueros.",spa,spa
Todo el mundo ama Brasil.,spa,eng
I told Tom you already knew.,eng,spa
Tom met Mary this morning.,eng,spa
Tom le preguntó a Mary por qué lloraba.,spa,spa
Sami knows what Layla does.,eng,spa
Yo no trabajo por turno.,spa,spa
"Tom is hardworking, but Mary isn't.",eng,eng
Tom has done it more than once.,eng,eng
How would you like us to proceed?,eng,spa
Try to control your temper.,eng,spa
He only does what he has to do.,eng,spa
Tom said that he doesn't plan to go.,eng,eng
Tom no sabe cómo va a ir María al colegio mañana.,spa,spa
Do you really want to live in Boston?,eng,eng
Can you zip up my dress?,eng,spa
Ese edificio es nuestra escuela.,spa,spa
She sews with a needle and thread.,eng,spa
I don't think that Tom has to decide that today.,eng,spa
Tom compró una cámara igualita a la tuya.,spa,spa
I'm on leave.,eng,eng
"Préstame tu diccionario, por favor.",spa,spa
You let him get away.,eng,spa
Jesús.,spa,spa
Why does everyone think I am stupid?,eng,spa
They had the absolute majority on this one.,eng,spa
El alardeó con su auto nuevo.,spa,eng
"Has engordado, ¿verdad?",spa,spa
La policía la perseguirá por mucho tiempo.,spa,eng
Tomás todavía está desocupado.,spa,spa
Esas ostras que me comí anoche no me sentaron bien.,spa,spa
Sami gave Layla an opportunity to tell him the truth.,eng,spa
Do you remember what happened to Tom?,eng,eng
She was having the time of her life.,eng,eng
Mary said she'd rather not eat now.,eng,spa
Ha vuelto la moda de los años treinta.,spa,spa
Tom says that's where he put it.,eng,eng
¿Cuánto tiempo tengo que quedarme aquí?,spa,spa
I don't think Tom would care if I did that.,eng,spa
Tom wasn't moving.,eng,spa
It was an amazing movie.,eng,eng
You two deserve each other.,eng,spa
Es gracioso ver como reaccionás a todo eso.,spa,eng
Mary asked Tom join her group.,eng,eng
I won't let Tom do that.,eng,spa
Nunca he trabajado con Tom.,spa,eng
Todos queremos que Tom tenga éxito.,spa,eng
Ken estuvo en Japón el año pasado.,spa,spa
This show is taped in front of a live audience.,eng,eng
Tom said I looked horrified.,eng,spa
Hacer footing no está de moda en California.,spa,spa
Ella es una empleada en el supermercado.,spa,spa
"Mary is likely to be home, isn't she?",eng,eng
Tom's time is very valuable.,eng,spa
Tell them what's on your mind.,eng,spa
The teacher asked me to read my paper in front of the class.,eng,spa
"El mismo ímpetu de carácter que hace de un hombre un audaz villano, de haberse hecho útil para la sociedad, esa sociedad sería bien organizada.",spa,spa
This is a good time to visit Boston.,eng,spa
Your room is ready now.,eng,spa
Mary said that she was depressed.,eng,spa
Toda la dignidad del hombre reside en su pensamiento.,spa,eng
Estas compañías necesitaban equipo y otros suministros.,spa,spa
Por favor dame un poco más de chocolate.,spa,spa
I'm not going to marry Mary.,eng,spa
It took almost a year for the pain to go away.,eng,spa
Tom is drinking coffee with rancid cream and eating figs. Good times.,eng,spa
I know that Tom is a very patient man.,eng,spa
"¡Qué errante es mi vida, pobre de mí!",spa,spa
Ayer estaba heladísimo.,spa,eng
¿Estamos arruinados?,spa,spa
Es un libro español.,spa,eng
I gave everything I had to Tom.,eng,eng
Anything may happen till that time.,eng,eng
Acabo de recibir de parte de uno de mis clientes un hermoso ramo de flores.,spa,spa
Indonesia consists of many islands and two peninsulas.,eng,spa
¿Qué número tiene el fax de este hotel?,spa,eng
Es la primera vez que se ve un insecto de ese tamaño.,spa,spa
Did you know mosquitoes have teeth?,eng,eng
"Aparte de tu propia lengua, deberías saber al menos esperanto.",spa,eng
She fell in love with her friend's brother.,eng,spa
"How is the research going? ""Reasonably well.""",eng,spa
Hagamos eso.,spa,eng
I can't eat a raw egg; it must be cooked.,eng,spa
Muplis es una pequeña herramienta para buscar oraciones en lojban.,spa,spa
Tom no afiló los cuchillos del modo que dijo que hacía.,spa,spa
Yoko bought some of them.,eng,eng
I like camping.,eng,spa
Tom is not jealous.,eng,spa
Is it a yes or a no?,eng,eng
Tom wasn't surprised nobody else was there.,eng,spa
Isn't it a beautiful day?,eng,spa
Please listen to what Tom has to say.,eng,spa
I don't generally go out of the house to want to see other people.,eng,eng
He returned back home after being away for ten months.,eng,spa
Tom y Mary son alcohólicos.,spa,eng
No sé qué haré.,spa,spa
Tom said that he tried to cheer Mary up.,eng,eng
Ha llegado la hora.,spa,spa
A menudo hablo en sueños.,spa,spa
I got beaten up.,eng,eng
"Tom wasn't able to do that, but Mary was.",eng,spa
"Unless you can speak French, they won't understand you.",eng,spa
We can manage this on our own.,eng,spa
It looks like Tom and Mary are afraid.,eng,spa
"Tom is thickheaded, isn't he?",eng,eng
Mary didn't read any of the messages Tom sent to her.,eng,spa
I've run out of milk.,eng,spa
Escribió sus comentarios al margen de la redacción.,spa,spa
Tom came back a little after lunch.,eng,eng
Kate le rompió el corazón al pedirle de forma grosera que se marchase.,spa,spa
It'd be nice if you could sing.,eng,spa
Un cuadro es un rectángulo y un rombo al mismo tiempo.,spa,eng
"After we finished eating, we went for a walk.",eng,spa
¿Estás satisfecho?,spa,eng
Después de lo que ha hecho no creo que vaya a poder dormir bien porque no tendrá la conciencia tranquila.,spa,spa
There is no reason for this fear.,eng,spa
Tom and Mary said they intend to go to Australia next October.,eng,spa
Look at what's happening outside.,eng,spa
Tienes ojos de lince.,spa,eng
I hope the interview would be of profit.,eng,eng
I thought you were sleeping.,eng,spa
They hanged themselves last night.,eng,spa
Toda situación requiere un análisis individual.,spa,spa
Los dos equipos se igualaron al final.,spa,spa
Creo que tiene algo que decir.,spa,spa
Tom quería aprender algunas canciones francesas.,spa,spa
El propósito de una rotonda es reducir la velocidad del tráfico.,spa,eng
Le pidieron que lo convenciera de pintar la casa.,spa,spa
Puede besar a la novia.,spa,eng
What size boots do you wear?,eng,spa
I think Tom needs to be shown how to do that.,eng,spa
Beber demasiado arruinará tu vida.,spa,spa
He couldn't control his temper.,eng,spa
This week I had three midterms.,eng,spa
Tom wants to make a deal.,eng,spa
Me pide que esté atento.,spa,eng
El señor García es muy amable.,spa,spa
Quiero la misma chaqueta que llevas.,spa,spa
He denounced all forms of dishonesty in government.,eng,spa
Did you ask Tom to stop?,eng,eng
I don't expect that to happen anytime soon.,eng,spa
¿Creéis que hay vida después de la muerte?,spa,eng
A Tom se le hizo un poco tarde.,spa,spa
"To tell the truth, she no longer loves him.",eng,eng
Esta es una frase temporal.,spa,spa
"I like swimming, but my mother doesn't.",eng,eng
Tomás tenía doce años cuando cayó el muro de Berlín.,spa,spa
My cat needs surgery.,eng,spa
"Cuando te cases y tengas hijos, te darás cuenta de que las acciones hablan más que las palabras.",spa,spa
Why don't you go there?,eng,spa
How often do you talk with your parents?,eng,spa
Este corte que tengo en la boca no me permite comer ananá.,spa,spa
¿Quién vota a favor?,spa,spa
"Tarde o temprano, todos hemos de morir.",spa,spa
She will drop it this time.,eng,eng
Quiero relajarme mucho.,spa,eng
Un tal Sr. Ito desea verle.,spa,spa
Él leyó el pasaje de Shakespeare.,spa,spa
Tom sencillamente se paró ahí y veía como María se miraba fijamente al espejo.,spa,eng
No seas tan duro con los niños.,spa,spa
This befits you.,eng,spa
Los soldados deben acatar órdenes.,spa,spa
A veces me pregunto si no debí haberme convertido en abogado.,spa,spa
¿Dónde diablos estás?,spa,spa
It may just be a matter of time.,eng,eng
Robert viene algunas veces a visitarme.,spa,spa
Mis amigos nos dieron un recorrido muy rápido de París.,spa,spa
She got all flustered when the boy she likes came over to talk to her.,eng,spa
Sami is in the middle of a lawsuit.,eng,spa
Él es el hombre de la casa.,spa,spa
I'll try to be more like them.,eng,eng
Él fue envuelto en ese lío.,spa,spa
She told me that she plans on going.,eng,spa
I don't like riding my motorcycle in the rain.,eng,spa
Los domingos no voy al colegio.,spa,eng
I was afraid I might not be able to do it correctly.,eng,spa
Turn down the radio.,eng,eng
"There is an important reason that so many working families feel like the system is rigged, and it’s because the economy hasn’t caught up to some of the enormous changes that have transformed America over the past 50 years. Those days when the average family was a dad who went to work every day and a mom who stayed at home and did all the unpaid labor -- that’s not what our economy looks like anymore. Household and work arrangements come in all shapes and all combinations, and yet, our workplace policies still look like they’re straight out of Mad Men.",eng,spa
I'm investigating a murder.,eng,spa
Potatoes are very versatile.,eng,eng
¿Fue iniciada a la secta?,spa,eng
My parents' names are Tom and Mary.,eng,spa
Sami was planning to divorce Layla.,eng,spa
Fumar es poco saludable.,spa,spa
Las palabras que el dr. Hawking escogía esta mañana serían imprimidas y enviadas a la editorial de su libro.,spa,spa
Vamos a la escuela en autobús.,spa,spa
It was Angela who put William on to Steven.,eng,spa
Let's change the rules.,eng,spa
The brightness of the sky showed that the storm had passed.,eng,spa
¿Por qué estás espiándonos?,spa,spa
¿Qué debería hacer con ese equipaje?,spa,eng
That's the way most people do that.,eng,spa
I told Tom I just want to be friends.,eng,spa
Él tiene un aire misterioso.,spa,eng
Había dos viejas bibliotecarias sentadas en un escritorio en frente de la biblioteca.,spa,eng
Ella ha hecho esto antes.,spa,spa
No me gusta salir después del anochecer.,spa,spa
Sea dueño de su silencio para no ser esclavo de sus palabras.,spa,spa
Mi madre es profesora de instituto.,spa,eng
Yo agrego ejémplos en muchas lenguas en Tatoeba.,spa,spa
Iba a ir a Boston la próxima semana pero he cambiado de idea.,spa,spa
No es normal que haga tan poco frío.,spa,spa
Esta manzana sabe amarga.,spa,spa
La calle y las vías son paralelas.,spa,spa
I'm in prison for a crime I didn't commit.,eng,eng
Me aprendí todas esas palabras.,spa,spa
"Bueno, ¡San Diego es donde la vida es una playa!",spa,eng
I have never heard from him since.,eng,eng
I think Tom and Mary will like the present you bought for them.,eng,eng
Tom didn't seem to like teaching French.,eng,eng
El médico me ha dicho que tengo el azúcar alto.,spa,eng
Hoy tengo tiempo.,spa,eng
I didn't know you used to live in Boston.,eng,spa
Water becomes solid when it freezes.,eng,spa
Recently I'm ending up feeling like every single thing is a chore.,eng,spa
I like mysteries.,eng,spa
Yo soy el que recibió la paliza.,spa,spa
I'll be by your side no matter what.,eng,spa
El invierno ha llegado.,spa,spa
I heard a faint sound nearby.,eng,spa
Tom and I'll help you.,eng,spa
This sort of music isn't my cup of tea.,eng,spa
Es fácil encontrar defectos en los demás.,spa,spa
Tom y María están jugando en el patio.,spa,eng
¿Dónde está la estación de ferrocarril?,spa,eng
Ella asó el pavo.,spa,eng
Incluso las cabras tienen barba.,spa,spa
Eso está correcto.,spa,eng
Con el paso de los años su cabello se volvió gris.,spa,spa
Tom and Mary did the only thing that they could do.,eng,spa
El fumar puede causar cáncer de mama.,spa,spa
It's a beautiful day.,eng,spa
Es la viva imagen de su abuelo.,spa,eng
Whatcha doin'?,eng,eng
"Since it was a fine day, I went for a walk.",eng,spa
Ella lleva un parche en el ojo.,spa,eng
Todavía estoy soltero.,spa,spa
Si te encuentras un troll no ataques defiende.,spa,spa
He says he'll agree to do that.,eng,spa
She showed a photo of her mother to us.,eng,spa
Las personas que trabajan en esa funeraria son todos familiares.,spa,spa
She helps anyone that asks her.,eng,spa
La vida en el campo es muy pacífica comparada con la vida en la ciudad.,spa,spa
Acabo de llegar a la estación. Te estaré esperando en la biblioteca.,spa,eng
Tom es sorprendentemente friolero.,spa,eng
He promised to come home early tonight.,eng,spa
We can go shopping later.,eng,spa
"Gracias. ""No, gracias a usted.""",spa,spa
Tomás trató de parar la pelea entre María y Juan.,spa,spa
El enemigo de mi enemigo es mi amigo.,spa,eng
I'm the French teacher at Tom's school.,eng,eng
I'm an expert at programming.,eng,spa
Tom got all the vegetables that Mary needs to prepare lunch from the garden.,eng,spa
It is within the bounds of possibility that she will succeed.,eng,spa
La tripulación está ocupada preparándose para el viaje al espacio exterior.,spa,spa
You are my obsession.,eng,spa
Tom wrote to Mary to tell her that he loved her.,eng,spa
"El benceno, el naftaleno y el antraceno son compuestos aromáticos que se encuentran en el alquitrán.",spa,spa
Liz murió hace ocho años.,spa,spa
"El rojo, de manera opuesta al verde, es una señal de peligro.",spa,spa
Tom wants to learn how to ride a horse.,eng,spa
Tengo al menos diez libros.,spa,spa
Distaba mucho de ser cierto.,spa,eng
Sami's kindness won't be repaid.,eng,spa
Hubo mucha nieve el año pasado.,spa,spa
She said that she was very tired.,eng,spa
¿Qué hiciste con tus zapatos?,spa,eng
¿A qué día de la semana estamos?,spa,eng
She has a genius for music.,eng,eng
"When the house is renovated and refurnished, all that he will need will be a wife to make it complete. Between ourselves, there are pretty clear signs that this will not be wanting if the lady is willing, for I have seldom seen a man more infatuated with a woman than he is with our beautiful neighbour, Miss Stapleton.",eng,spa
Ella insistió en que fue mi culpa.,spa,eng
Ella bajó el volumen de la radio.,spa,eng
Bring them here immediately.,eng,spa
"Cuanto más esperaba, más me iba irritando.",spa,spa
Yo nací en mayo.,spa,eng
Estoy harto de comer comida rápida.,spa,spa
Los negros se tenían que sentar en la parte trasera del autobús o estar de pie si ésta estaba llena.,spa,spa
Tom doesn't answer me.,eng,eng
You must not violate the regulations.,eng,spa
He often takes advantage of her ignorance.,eng,spa
El niño tiene un chichón enorme. ¡Con razón lloraba tanto!,spa,eng
"Look, Tom, we have to move.",eng,eng
Tom fregó el suelo.,spa,eng
I'll be in Boston until tomorrow.,eng,spa
No quería irme sin darte las gracias.,spa,spa
It looks great so far.,eng,spa
Él se resbaló mientras cruzaba la calle.,spa,eng
Mary said she had no other details.,eng,spa
"Cuando un día festivo cae en domingo, tenemos fiesta el lunes.",spa,spa
Ella le contó a Mary la historia completa.,spa,spa
I don't think that you should tell Tom the truth.,eng,spa
Layla decided to silence the witnesses.,eng,spa
¿A quién mataste?,spa,eng
Tom seemed to be dubious.,eng,spa
I feel certain of it.,eng,eng
They told me that they'd done that.,eng,spa
I can only stay with you for just a few days.,eng,spa
Tom seemed better.,eng,spa
Ella va al cine una vez a la semana.,spa,spa
Los bebés lloran cuando tienen hambre.,spa,spa
Él es una persona muy agradable.,spa,spa
¿Vienes a buscarme?,spa,eng
La arena de aquí tiene forma de estrella.,spa,spa
"Siempre que vean esta foto, acuérdense de mí.",spa,spa
"Una vez acabes, paga la cuenta.",spa,spa
Tom and Mary are waiting for dinner.,eng,spa
He wanted to commit the whole message to memory.,eng,spa
¿Qué haces con la ropa que ya no te vale?,spa,eng
"Volvamos a vernos otra vez. O sea, solo que no ahora.",spa,spa
Mary is smart and funny.,eng,spa
I'm not going to stop them.,eng,eng
The teacher compared my poem with a fellow student's.,eng,spa
No estoy cansado.,spa,spa
La ciudad en la cual ella nació fue invadida por fuerzas enemigas.,spa,spa
"Nunca dejaré de agradecer a todos ustedes, que corrigen mis errores.",spa,spa
I haven't felt that way since Mary left.,eng,eng
Sami came to Layla's house.,eng,spa
"A primera vista esto paracería perfectamente obvio, pero de hecho es muy difícil",spa,eng
Posiblemente nunca va a ser famoso.,spa,eng
Tom denies using any such tactics.,eng,eng
Science doesn't know everything.,eng,spa
Soy tu novia.,spa,eng
Please tell Tom and Mary what you think they need to do.,eng,spa
They greeted their guests.,eng,spa
What did Tom write about?,eng,eng
Tom is a Turk.,eng,spa
El niño pisó mi pie a propósito.,spa,eng
Me llamo Ismael.,spa,spa
Am I the only one who doesn't want to do that?,eng,eng
Me arreglaron mi bicicleta ayer.,spa,spa
¿Quién mira al cielo?,spa,eng
Tom rompió la ventana a propósito.,spa,eng
Actúa acorde a tu edad.,spa,spa
Me pregunto a dónde habrá ido.,spa,spa
Las tensiones entre Estados Unidos y Rusia van creciendo.,spa,spa
Es importante pasar tiempo juntos.,spa,spa
Tom es generoso con su dinero.,spa,spa
"That sounds strange, doesn't it?",eng,eng
Es un historiador. Ahora está estudiando la estructura de la guerra.,spa,spa
"Intenté hacer mis deberes, pero no sabía cómo hacerlos, así que me rendí.",spa,spa
Quiero quedarme en casa.,spa,spa
¿Él tiene alma?,spa,eng
Sami doesn't want Layla swimming without her bathing cap.,eng,eng
Él se afeitó.,spa,spa
Tom said he doesn't like to do that.,eng,spa
Betty turned down Muriel's offer.,eng,spa
Estoy viendo doble.,spa,spa
Esta cervecería solo sirve bebida importada.,spa,spa
A menudo me invade una intensa fatiga.,spa,spa
Tom and I sat across from John and Mary.,eng,spa
Tom vive a una manzana de nosotros.,spa,spa
This machine impressed everyone.,eng,spa
Descansaremos más adelante.,spa,spa
The TV doesn't seem to be working.,eng,spa
War compelled soldiers to go to the front.,eng,spa
Mary spends a lot of money on jewelry.,eng,spa
Sami had a friend who was a girl.,eng,spa
Tom walks faster than Mary.,eng,spa
"Las bacterias solo son diminutas células, inofensivas.",spa,spa
"¡Alto, por favor!",spa,eng
This is not my first time canoeing.,eng,spa
¿Cookie es un perro o un gato?,spa,eng
Tom never should've left early.,eng,spa
Tom le quitó la llave a la puerta del frente.,spa,spa
Una constelación es un grupo de estrellas.,spa,spa
Smart people can pretend to be dumb. The opposite is more difficult.,eng,spa
"Como estaba resfriado, no fui a clase.",spa,spa
¿Qué compraste?,spa,eng
In my house we drink a lot of beer.,eng,spa
Would you please hold on?,eng,eng
No se olvide de que hay excepciones.,spa,spa
Tom was a public servant.,eng,spa
Él no habló en absoluto.,spa,eng
We can't trust him.,eng,eng
"De algún modo conseguimos volver a casa, aunque estábamos muy borrachos.",spa,spa
"Es una tarea difícil elegir qué está ""bien"" o ""mal"", pero has de hacerlo.",spa,eng
Don't sign anything.,eng,spa
What is your greatest strength?,eng,eng
Tom likes fruit more than vegetables.,eng,spa
