sentence,lang,predicted
La foto del accidente me da nauseas.,spa,eng
Estaba muy excitado.,spa,spa
They used a high-speed camera.,eng,spa
My children live in Boston.,eng,spa
¿Qué tenéis planeado para esta noche?,spa,spa
Tom said that he didn't think that the heat bothered Mary.,eng,eng
"En general, yo creía todo lo que decías.",spa,eng
I know that Tom isn't the only one who can do that.,eng,spa
Her playing is full of wrong notes.,eng,eng
I don't usually get to my office until about nine-thirty.,eng,eng
What was Tom's motive for doing that?,eng,spa
El viejo sobornó a una joven chica con dinero y joyas.,spa,eng
No lo había pensado.,spa,spa
Es muy probable que mañana esté todavía haciendo esto.,spa,eng
Creo que es mejor que esperemos otros treinta minutos.,spa,eng
Don't talk about Tom like that.,eng,spa
En las encrucijadas más importantes de nuestras vidas no hay postes de direcciones.,spa,spa
Tom was afraid to even try to do that.,eng,spa
Es tiempo de monzón.,spa,eng
The children rode a toboggan down the hill in the snowy weather.,eng,eng
"They aren't the ones, are they?",eng,eng
Mis calificaciones eran promedio.,spa,spa
She had no sooner read his letter than she tore it up.,eng,spa
¿Te divierte vivir así?,spa,eng
I mean that very sincerely.,eng,eng
Aborrezco las películas de miedo.,spa,spa
"Los trabajadores pueden ir a la huelga para exigir salarios más altos, o para mejorar las condiciones de trabajo.",spa,eng
El microondas estropea la comida.,spa,spa
Fraude y engaño abundan más en estos días que en tiempos antiguos.,spa,eng
Está pensando en su próximo viaje.,spa,eng
Sabes mucho acerca del sumo.,spa,eng
I have no clue.,eng,spa
Tom's eyes were moist.,eng,eng
Oftentimes code will start to smell.,eng,eng
Tom is too much of a coward to go there by himself.,eng,eng
Vi a Dan y a Andrei.,spa,spa
It's impossible to learn English in a month.,eng,eng
You need a new hat.,eng,eng
I do a lot of swimming.,eng,eng
¿Cuándo perdiste las llaves?,spa,spa
El libro de Jack es interesante.,spa,spa
Me ha picado una avispa.,spa,spa
Debemos encontrar a Tom antes de que haga algo estúpido.,spa,spa
"Where do you want to go today? An amusement park, or maybe a movie?",eng,spa
Nuestra clase tiene cuarenta estudiantes.,spa,spa
"En vez de ir yo mismo, he enviado un mensajero.",spa,eng
Oímos el ritmo de chirridos que iban y venían en el parque donde no se suponía que hubiese nadie más que nosotros.,spa,eng
¿Dónde está eso?,spa,eng
Tom's room needs to be cleaned.,eng,spa
No more words were spoken.,eng,spa
Sami is Farid's ex-roommate.,eng,spa
La isla es un pedacito de tierra en medio del Atlántico.,spa,spa
¿Cuál es mi premio?,spa,spa
"I'll get it for you, Tom.",eng,eng
Algunos fusiles tienen bayoneta.,spa,spa
I thought that it was Tom's.,eng,eng
Él conduce un Cadillac rosa.,spa,eng
I'd like some more.,eng,eng
Voy a comprar un paquete de cigarrillos.,spa,eng
Tom and Mary wanted to live on their own.,eng,eng
Tom never received the money Mary sent him.,eng,eng
No tengo ganas de leer ahora.,spa,eng
Vale. Estoy de acuerdo.,spa,spa
Let me call you back in a minute.,eng,spa
Tom hoped he'd be able to do that.,eng,spa
There's nowhere else I'd rather be.,eng,eng
¿Qué haces este domingo?,spa,eng
¿Te puedes acordar de lo lento que solía ser el Internet?,spa,spa
I don't think Tom and Mary know how to play golf.,eng,eng
Tom realized we didn't have to do that.,eng,spa
"As far as I know, he is an honest man.",eng,spa
Pero quiero que entiendas lo que estoy diciendo.,spa,spa
El avión tenía 500 pasajeros a bordo.,spa,eng
Tom siempre quiere intentar algo nuevo.,spa,spa
I go to the gym two or three times a week.,eng,spa
"Según los investigadores del Instituto Carsey de la Universidad de New Hampshire, 15.7 millones de niños vivían en la pobreza en Estados Unidos en el 2010.",spa,eng
We found out their plot before they took their actions.,eng,eng
I haven't studied that much!,eng,eng
Soy bueno jugando al fútbol.,spa,eng
Can you leave it with me till this afternoon?,eng,spa
Such magazines have a great influence on children.,eng,spa
Where's Tom's stuff?,eng,eng
Eso es absurdo.,spa,eng
Tom realized that there was a good chance he might die.,eng,spa
Do we have to do all this?,eng,eng
Tom's embarrassed.,eng,spa
Tienes una cámara buena.,spa,spa
Tom es agresivo.,spa,eng
Se arremangó.,spa,eng
This is going to be a great trip.,eng,spa
Me voy a tumbar por un minuto.,spa,spa
Tom seemed to be dubious.,eng,eng
Lo que no te mata te engorda.,spa,spa
Puedes usar mi diccionario.,spa,spa
Tom no sabe que yo sé.,spa,eng
We'll spread the word.,eng,eng
"Para poder instalar aplicaciones en los televisores inteligentes de LG, usted debe permitirle a la empresa recoger información sobre el uso que usted le da al dispositivo, como qué programas ve y por cuanto tiempo o el tipo de aplicaciones que usa y con qué frecuencia lo hace. Esto es completamente inaceptable.",spa,spa
Tom quiere que hablemos.,spa,eng
They formed a new political party.,eng,eng
Quédate en el infierno.,spa,spa
I don't think that Tom has to do that.,eng,spa
Tom sometimes plays tennis with Mary.,eng,eng
Any takers?,eng,spa
I should've helped Tom with his homework.,eng,eng
I was just angry.,eng,eng
I'll stay in Berlin for ten days.,eng,eng
"Dejo de vivir, pero he vivido.",spa,spa
"Con tan solo tragar el primer sorbo, ella tuvo una sensación extraña.",spa,spa
Anochecía.,spa,spa
¿Vienes a buscarme?,spa,spa
I hope you come to my concert.,eng,spa
She says she'll never go again.,eng,spa
"Probablemente lo encontré en alguna otra parte antes, pero no recuerdo dónde.",spa,spa
I don't like it when people ask me to do things for them.,eng,eng
Let's begin again.,eng,spa
En Massachusetts no está permitido que un hombre se case con la abuela de su mujer.,spa,eng
I was quite wrong.,eng,eng
Véndemelo.,spa,spa
He could get hurt if he does that.,eng,spa
We're not like them.,eng,eng
"While he was talking, I guess I was absent-minded.",eng,spa
Quiero eso para luego.,spa,eng
Mary told me that she's unconvinced.,eng,spa
Practico deportes casi todos los días.,spa,eng
Yo hago lo que me dicen.,spa,spa
I hope you're doing what I told you to do.,eng,eng
We've all seen that before.,eng,eng
No se puede negar que Jessie es una persona honesta.,spa,spa
It was raining when we arrived.,eng,spa
Tom went out the door.,eng,eng
Hice una reserva a nombre de Pedro.,spa,spa
Tom said that no one was there.,eng,spa
I need your recommendations.,eng,eng
She was only 18 when she graduated from university.,eng,eng
Nos echamos en el pasto.,spa,eng
Tom thinks Mary knows where John is.,eng,eng
Tom ha estado ocupado toda la mañana.,spa,spa
I went inside.,eng,spa
What a loser!,eng,eng
Maybe we should tell her.,eng,eng
Muchos piensan que los mariscos son asquerosos; para mí son deliciosos.,spa,eng
Ya lo discutimos.,spa,eng
Tom is very conscientious.,eng,eng
Sami and Layla have started to drift apart.,eng,spa
Este vídeo ilustra los efectos de la guerra en las naciones.,spa,spa
Ellos hacen una buena pareja para el altar.,spa,spa
You should go to the gym at least twice a week.,eng,spa
Ayer estudiaron inglés.,spa,eng
"Al que con lo ajeno se viste, en la calle lo desvisten.",spa,spa
Jim tiende a exagerar.,spa,spa
"Volvamos a vernos otra vez. O sea, solo que no ahora.",spa,eng
You're the one who told us to do that.,eng,spa
Tú destruiste a tus enemigos.,spa,eng
"Aunque un aumento de madres solteras es indispensable para superar el decline de la tasa de natalidad, por alguna razón la opinión pública en Japón está evadiendo este argumento.",spa,spa
El camino se retuerce a través de las montañas.,spa,eng
El genio hace lo que debe y el talento lo que puede.,spa,spa
Mary said she's only been to Boston three times.,eng,eng
¿Cuántos kebabs vas a tomar?,spa,eng
You don't need to go if you don't want to.,eng,eng
¿Tienes suficiente energía?,spa,spa
¡Qué perro tan listo!,spa,eng
Layla was an artistic and brilliant girl.,eng,eng
"Look, Tom, we have to move.",eng,eng
Tom said that Mary knew that John might not want to do that.,eng,spa
Mary finished the work by herself.,eng,eng
You need to sleep.,eng,spa
"Ahora que eres un auténtico consumista, puedes comenzar a pensar en como se lo retribuirás a la sociedad.",spa,spa
Did you like the movie that you went to yesterday?,eng,eng
Un vecino cuidó a nuestro gato mientras estábamos de vacaciones.,spa,spa
That's entirely possible.,eng,eng
Y se hace llamar marinero...,spa,eng
Sé que estarás de acuerdo conmigo.,spa,eng
Espero que los usuarios de Tatoeba no sean muy duros conmigo por mis erróneas traducciones.,spa,spa
Se pueden aplicar ciertas restricciones.,spa,spa
I have to take out the garbage.,eng,eng
Acá usamos el libro de Lehninger para estudiar bioquímica.,spa,spa
Lo hizo bien en los negocios.,spa,eng
Pensamos que las armas nucleares destruirán la Tierra.,spa,spa
The Toronto International Film Festival is the largest film festival in North America.,eng,spa
It's completely devastating.,eng,eng
"If someone's in trouble, you should help them.",eng,eng
Hay alguien atrapado en el coche.,spa,eng
¡Estoy loco por ti!,spa,eng
Me encantan las mariposas.,spa,eng
¡Cambia el animal!,spa,eng
"Tom seldom, if ever, complains about anything.",eng,eng
"Unfortunately, it's raining today.",eng,eng
Creía que tenías un acuerdo con Tom.,spa,eng
I'll pay today.,eng,eng
"My whole life long, I fought against superstition.",eng,spa
"Para producir electricidad, hace falta más viento.",spa,spa
Tom said Mary knew John might not be allowed to do that.,eng,spa
You have to stop helping Mary.,eng,eng
When is this supposed to happen?,eng,spa
We haven't done that in a month.,eng,eng
I helped Tom escape from jail.,eng,eng
El abuso de drogas puede conducir a impulsividad y agresividad.,spa,spa
Él es buscado por la Policía.,spa,spa
They told me they'd stay home.,eng,eng
I still haven't told Tom why I needed to do that.,eng,spa
Él me traicionó.,spa,eng
I think you need to tell Tom what happened.,eng,spa
¡No nos levantemos temprano mañana!,spa,spa
No te voy a dejar.,spa,eng
Her speech moved the audience.,eng,spa
Estaba internado en el hospital.,spa,spa
The only one who can tell us what we need to know is Tom.,eng,eng
Este ordenador nos ahorra mucho trabajo.,spa,eng
Los niños y los peces no tienen voz.,spa,eng
I can do something about that.,eng,spa
El nuevo método era todo menos ideal.,spa,spa
Mary looks like she'd like to leave.,eng,spa
Pedí una pizza por teléfono.,spa,eng
Déjenos saber si no le convienen a usted estos días.,spa,eng
Do you think I should quit my job?,eng,eng
I almost choked.,eng,spa
Lo que dijo me ha sorprendido.,spa,spa
I need to get my oboe repaired.,eng,spa
Tom often wears corduroys.,eng,eng
How far away is your school?,eng,eng
A storm is going to batter Brittany in the coming hours.,eng,eng
El futbolista fue expulsado porque le paró el dedo al árbitro.,spa,eng
"En 2009, Corea sufrió la deshonra de tener la tasa de suicidios más alta entre los países de la OCDE.",spa,eng
After a quick break and a snack he felt revitalized.,eng,spa
No creo que éste sea el apropiado.,spa,spa
¿Es usted de Inglaterra?,spa,spa
¿Habéis ido al médico?,spa,spa
No se pudo comprobar la inocencia del acusado.,spa,spa
Un extranjero me preguntó en dónde queda la estación.,spa,eng
"Thanks, you're an angel.",eng,spa
Tom can't find his watch.,eng,eng
"Ese hábito es adquirido, no innato.",spa,spa
I saw Tom kissing another girl.,eng,eng
Hablo húngaro.,spa,eng
What's in your suitcase?,eng,spa
¡La pieza está muy sucia!,spa,eng
La verdad es que no me gusta hablar con extraños.,spa,eng
Duró más de dos años.,spa,eng
Tom says he didn't swim.,eng,eng
Te queda mejor el pelo corto.,spa,eng
Tom has a valid point.,eng,spa
Electrical appliances have made housework easier.,eng,spa
Tom told Mary that he needed more time to do that.,eng,spa
¿Este bus va hacia el hotel Hilton?,spa,spa
Everyone wondered who it could be.,eng,eng
Hay un piano en el cuarto.,spa,spa
Las fórmulas de la volatilidad son bastante complejas.,spa,eng
No era consciente de que alguien me estaba vigilando.,spa,spa
Show me what you want.,eng,eng
Él tiene un tremendo talento como artista.,spa,spa
Adoro los vinos jóvenes.,spa,eng
Facturo mis servicios.,spa,eng
"Detrás de la estantería, había una habitación secreta escondida.",spa,spa
You said you had a question.,eng,spa
What made you contact us?,eng,eng
Mary said she I thought I should do that myself.,eng,eng
No tenía ni idea de que Tom fuera médico.,spa,spa
"I agree with him to a certain extent, but not entirely.",eng,eng
I didn't think you were going to be able to convince Tom to do that.,eng,spa
I've brought a gift for Tom.,eng,eng
They call him Tom.,eng,eng
"Ha sido agradable hablar contigo, pero realmente me debo ir ahora.",spa,eng
"No te estamos molestando, espero.",spa,spa
Pienso que Tom y Mary son muy jóvenes para casarse.,spa,spa
Again!,eng,spa
We saw the sea reflected in the mirror of the restaurant.,eng,spa
Si las cosas salen mal no es por mi culpa.,spa,spa
"Por horas, ella criticó duramente a todo y a todos, y después dijo entre lágrimas que lo sentía mucho.",spa,eng
"The problem is, he has no money.",eng,eng
I'll just go check.,eng,spa
Tom is a bit shorter than Mary.,eng,eng
I have no objection to Tom going to Australia with Mary.,eng,eng
No sé qué clase de persona es.,spa,eng
Tom locked his son in a closet without food or water for a week.,eng,spa
In my country people cannot stand those who are more intelligent than they are.,eng,eng
I don't think anyone noticed what Tom did.,eng,spa
No hay cura para el resfrío común.,spa,eng
Sami came off the bus.,eng,eng
They did the only thing they could.,eng,spa
Buscá referencias confiables.,spa,eng
Él grita mucho.,spa,eng
Me gustaría visitar Boston en primavera.,spa,spa
Sea creativo.,spa,spa
La niña tiene miedo a la oscuridad.,spa,spa
We still have a lot to learn.,eng,spa
You should've asked Tom for help.,eng,spa
Tom's not at all sure what he should do.,eng,eng
Tom said he really enjoyed the concert.,eng,spa
Why are you watching this clip?,eng,spa
Puedes hacerlo como quieras.,spa,eng
I'm going to find them.,eng,eng
This is a waste of your time and your talents.,eng,spa
No creo que sea apropiado.,spa,spa
Mañana saldré con unos amigos después de comer.,spa,eng
Why exactly do you have to do that?,eng,spa
Ocho millones separan a Alexis Sánchez del Barcelona.,spa,spa
The nurses kept a close eye on Fadil.,eng,spa
Tom and Mary play bridge.,eng,eng
Hay mucha gente en el parque.,spa,spa
Fue la cosa más dolorosa de mi vida.,spa,spa
Él es una persona franca con la que se puede hablar fácilmente.,spa,spa
"If Tom wouldn't eat so much, he wouldn't be so fat.",eng,eng
She put on her coat and gloves.,eng,eng
Are you familiar with that?,eng,spa
"Tom was sitting on the floor, crying.",eng,eng
Tell me what you need and I'll tell you how to get along without it.,eng,spa
Tom said that he was afraid of heights.,eng,eng
Ayer me junté con uno de los actores más conocidos del mundo.,spa,spa
Mary puede cocinar de todo sin utilizar recetas.,spa,spa
¿Estás seguro de que es imposible?,spa,eng
He observed many types of creatures there.,eng,spa
Le aplastaron la nariz.,spa,eng
My favorite pizza is Pizza Hawaii.,eng,eng
Mary accused Tom unfairly.,eng,eng
Mary told me she wasn't happy here.,eng,eng
¡No estoy gorda!,spa,eng
I don't dare tell him such a thing.,eng,eng
I thought that you said that you worked with Tom.,eng,eng
"Leaves and little branches were hurled about, and the thunder was getting nearer.",eng,spa
Ella necesita un taxi.,spa,eng
Tom told me he intended to go to Australia with Mary.,eng,eng
Tom and Mary weren't invited.,eng,spa
No les digas que estoy llegando.,spa,spa
Ese hombre tiene una boca sucia.,spa,spa
Tom said he didn't like Mary anymore.,eng,eng
Solo Dios puede ayudarte ahora.,spa,eng
El gato ha empezado a actuar extraño.,spa,spa
Today I saw a very enjoyable movie.,eng,spa
Parece que él está equivocado.,spa,spa
The village is easy of access.,eng,eng
"Mike visited Mr Ogaki, who is our principal.",eng,spa
Puede que Tom haya hablado ya de eso con Mary.,spa,eng
Por ahora estás haciendo un buen trabajo.,spa,eng
That's my secret.,eng,spa
Los arboles del cacao crecen bien en bosques tropicales.,spa,eng
You look lovely.,eng,eng
I have confidence in them.,eng,eng
Tom piensa que las ideas de usted son estúpidas.,spa,eng
Ésta es una canción que aprendí cuando era niño.,spa,spa
"Como los inversionistas retiraron precipitadamente su dinero, el banco cayó en una crisis aún mayor.",spa,eng
"I met him this day last week, that is, the 25th of June.",eng,spa
Perhaps you could borrow an umbrella.,eng,eng
¿Le has dedicado alguna vez una canción a los huérfanos?,spa,eng
Tom y Mary decidieron casarse.,spa,spa
We're contented.,eng,spa
He wished he could dance the tango.,eng,eng
Él exigió una mejor paga.,spa,eng
Me gustaría probarme este vestido.,spa,spa
I can't go tomorrow.,eng,eng
Mis padres se aman mutuamente.,spa,spa
"I contacted them the other day, but I was not able to get an answer.",eng,eng
"Tan pronto acabes, vete de aquí.",spa,spa
What Tom said was surprising.,eng,eng
"Tom es zurdo, pero escribe con la mano derecha.",spa,spa
"Nuestro éxito fue, principalmente, debido a sus esfuerzos.",spa,eng
Su declaración se correspondía con lo que realmente había sucedido.,spa,spa
Compré un nopal.,spa,spa
I'm sure she loves me.,eng,eng
Tu pieza es grande.,spa,spa
Estaba cruzando la calle.,spa,spa
Something has to be done with this stuff.,eng,eng
"It may not be natural for you, but at least try to be a little more gracious.",eng,eng
I took him to the Kyoto Imperial Palace.,eng,spa
Will it be hot again tomorrow?,eng,eng
Do you think this strategy will work?,eng,eng
Are we good to go?,eng,eng
Soy de madera en ruso.,spa,eng
¿Quién es el hombre que hablaba con vos?,spa,eng
I wonder whether Tom was able to do that or not.,eng,spa
Ya no quiero hablar contigo.,spa,eng
Siga intentando.,spa,spa
Sami knows he has a meeting today.,eng,eng
You're supposed to be relaxing.,eng,eng
Sami was seen with a confederate flag.,eng,eng
Mary wanted to be a writer.,eng,spa
Just do that right now.,eng,eng
Los niños duermen.,spa,spa
Ella lo perdonó por matar a su padre.,spa,spa
We found the beds quite comfortable.,eng,eng
Nuestro vuelo llegó con una hora de retraso.,spa,eng
La actriz está estudiando su papel.,spa,spa
¡Viejo cachondo!,spa,eng
I've been told not do that again.,eng,spa
Tom confía en ella.,spa,spa
Mis padres lo saben.,spa,eng
Se para y cierra la puerta.,spa,spa
El rocío se evaporó cuando el sol se elevó.,spa,eng
It's already happening.,eng,spa
Quijote quizá venga de Quijada.,spa,spa
Eso suena razonable.,spa,eng
Su verdadero nombre es Tom.,spa,eng
I don't think Tom is amused by what's going on.,eng,eng
You're mocking me.,eng,eng
Esta corbata va con tu camisa.,spa,eng
He said that he's safe.,eng,eng
¿Te dijo Tom cuál era el problema?,spa,spa
Fue una tarde muy agradable.,spa,eng
¿Acaso piensas seriamente en perseguir una carrera como conductor de autos de carrera?,spa,spa
La nieve impidió que llegáramos a tiempo.,spa,spa
Esta frase no existe todavía en tatoeba.org.,spa,eng
That was our problem.,eng,eng
I wonder if Tom and Mary knew they needed to do that.,eng,spa
They won't find it.,eng,spa
Nunca se casaron.,spa,spa
Sami wasn't into Layla.,eng,eng
Me siento privilegiado.,spa,spa
Posiblemente nunca va a ser famoso.,spa,eng
He is a boy of singular intelligence.,eng,spa
No quiero volver a ver la cara de ese tipo.,spa,spa
El nivel de vida se hizo mucho peor.,spa,eng
I think Tom will agree to let Mary do that.,eng,spa
Sentir miedo es un instinto de supervivencia.,spa,spa
Una rata cruzó la ruta.,spa,spa
"He aquí a mi esposa, Minna.",spa,spa
Tom hasn't told Mary what she has to do yet.,eng,eng
Desapareció sin rastro.,spa,eng
¡Extraño tanto a mi novio!,spa,eng
She'll rip my head off.,eng,eng
I did that just for fun.,eng,eng
Tom and Mary waited for the elevator together.,eng,spa
"Eso quiere decir que puedes reutilizarlas libremente para un libro de texto, para una aplicación, para un proyecto de investigación, ¡para cualquier cosa!",spa,eng
"This is not the highway, this is just an access road.",eng,spa
Duermo con dos edredones en invierno.,spa,spa
Tom ya vendió su automóvil.,spa,eng
Esa habitación es tan pequeña que no se puede jugar dentro.,spa,spa
About how many hours does it take to get from here to Boston?,eng,spa
"A este lugar lo llamaban ""la fosa de la muerte"", y yo no estoy para nada interesado en saber el porqué.",spa,spa
¿Cuándo fue la última vez que pasaste tiempo en Facebook?,spa,spa
"A pesar de que la astrología no tiene una base científica, está ampliamente difundida y parece que la gente cree en ella.",spa,spa
You're the one I need now.,eng,eng
We hid behind a bush so that no one would see us.,eng,eng
Hice una máscara aterradora en clase de arte.,spa,spa
Tom is better at this than I am.,eng,eng
La alubiada asturiana es la mejor.,spa,eng
Me acuerdo muy bien.,spa,eng
I'll share them with you.,eng,eng
Los respectivos enunciados se determinan recíprocamente.,spa,spa
Sami visited Layla at her dance studio.,eng,spa
¿Qué esperas vender?,spa,spa
Es mucho más fácil hablar que actuar.,spa,spa
La multitud chilló cuando él marcó un gol.,spa,eng
Es tu turno de leer.,spa,spa
¿Has llegado a probar eso?,spa,eng
"La pintura es más fuerte que yo, siempre consigue que haga lo que ella quiere.",spa,spa
Me podría quedar un rato más si quieres.,spa,spa
Tom and Mary let me know they couldn't do that.,eng,spa
Tom estaba perdido.,spa,spa
La comida pronto va a estar lista.,spa,spa
"¡Aguanta, Tom!",spa,eng
Let's hope Tom and Mary do that for us.,eng,eng
Tom y Mary estaban en la misma sintonía.,spa,spa
El anciano murió de hambre.,spa,eng
I sat on the curb.,eng,eng
"Her sisters burst out a-laughing, and began to banter her. The gentleman who was sent to try the slipper looked earnestly at Cinderella, and, finding her very handsome, said it was but just that she should try, and that he had orders to let every lady try it on.",eng,eng
The loss of their mother grieved them very much.,eng,eng
I'm not looking for sympathy.,eng,eng
Tom has to be home.,eng,eng
How were the teams chosen?,eng,spa
Los tres chicos tenían solo dos dólares entre todos ellos.,spa,eng
Los japoneses tienen ojos oscuros.,spa,eng
Tom admitted he'd been unfair.,eng,eng
She is a poor cook.,eng,eng
Lift your right arm.,eng,eng
Have you already read this?,eng,eng
I couldn't find a single picture of Tom wearing a hat.,eng,spa
¿Qué piensan?,spa,spa
I would be more than happy to pay.,eng,eng
I didn't think you were the kind of person who would do that.,eng,spa
Encendió la televisión e inmediatamente se quedó dormido sentado en frente del aparato.,spa,spa
No me gusta ninguno de los pasteles.,spa,eng
"Shh, estás hablando demasiado alto.",spa,eng
Solo quiero poder visitar a mis hijos siempre que quiera.,spa,spa
Juca calentó su almuerzo en el microondas.,spa,eng
I wanted to spend more time in Boston.,eng,spa
I love to help others.,eng,eng
Adoptó una postura detectivesca; creo que lee demasiadas novelas policíacas.,spa,eng
My mother gets up earlier than I do.,eng,eng
I don't listen to music when I'm studying.,eng,eng
Usted sabe que yo estoy casado.,spa,eng
Tom and Mary told everybody they were ticklish.,eng,eng
"Depende de a lo que te refieras con ""creer"" en Dios.",spa,eng
I'll do anything you wish.,eng,eng
"Anne Shirley, what have you done to your hair? Why, it's green!",eng,spa
Dora es una exploradora.,spa,spa
Esa es la razón por la que se enfadó.,spa,eng
¿Cuál es el significado de esta frase?,spa,spa
Pudiste haber escrito.,spa,spa
Vamos en carro.,spa,eng
The boy took great pains to solve the quiz.,eng,eng
No seguí mi propio consejo.,spa,eng
I forgot myself.,eng,eng
You'd be foolish not to do that.,eng,spa
What's this right here?,eng,spa
I seldom listen to music at home.,eng,eng
The stench of censorship will spell the end of the oligarchy.,eng,eng
Después de lo que ha hecho no creo que vaya a poder dormir bien porque no tendrá la conciencia tranquila.,spa,spa
She should be in jail.,eng,eng
Me estoy divorciando.,spa,spa
Mary wanted to turn herself in.,eng,eng
Tom has already decided that he isn't going to buy one.,eng,eng
Why do mosquito bites itch?,eng,eng
Tom y yo no somos canadienses.,spa,spa
Don't you hear that?,eng,spa
"On my way home, I was very scared.",eng,spa
¿La piña es la misma que el ananá?,spa,spa
"Ayer leí un libro, que lamentablemente era muy aburrido.",spa,eng
¿Esto es vuestro?,spa,spa
Sami made Layla an offer too good to refuse.,eng,eng
Sami saw a tall guy standing behind Layla.,eng,eng
No estoy tan cansado.,spa,spa
You went to bed.,eng,eng
"If it weren't for modern medicine, I'd be dead right now.",eng,eng
Esta criatura me saca de las casillas.,spa,eng
No pudo ir a la fiesta porque estaba enfermo.,spa,eng
When does your father leave his office?,eng,eng
The surrounding area was very quiet.,eng,spa
Se me olvidó traer el paraguas.,spa,eng
Mary could quit if she wanted to.,eng,spa
Did your father hug you much when you were a kid?,eng,spa
Es repugnante la impudicia con la que actúan algunos gobernantes.,spa,spa
It was easy for you to find a taxi.,eng,eng
How often do you talk with your parents?,eng,spa
Tome asiento.,spa,spa
I thought Tom agreed to do that.,eng,spa
Why are Tom and Mary afraid?,eng,spa
I doubt if Tom will be mad.,eng,eng
Anteayer le envié un e-mail a Tom pero no he recibido respuesta hasta ahora.,spa,eng
¿Qué quieren decir?,spa,spa
Quitaos la ropa.,spa,spa
The purring cat rubbed up against Tom's leg.,eng,eng
A partir de hoy no fumaré más.,spa,eng
El encanto es el arte de recibir un sí como respuesta sin haber preguntado nada.,spa,spa
Have you forgotten?,eng,spa
Debe distinguir entre el bien y el mal.,spa,eng
How many beers did you drink?,eng,spa
The young couple surveyed the room.,eng,eng
A Jim le gusta tocar la batería.,spa,spa
Recibí una patada en la espalda.,spa,spa
Él cortó la cuerda con sus dientes.,spa,spa
"Virtud es la suma de las cosas que no hemos hecho por flojera, cobardía o estupidez.",spa,spa
"Death is a disgusting thing that nature has to hide, and it does it well.",eng,eng
Él tenía una gentileza que atraía a las mujeres atractivas.,spa,eng
El hijo le hizo una pregunta a su madre.,spa,spa
Su historia era demasiado tonta para que alguien la creyera.,spa,eng
¿Seguido lloras?,spa,eng
"I hope you don't mind my mentioning this, but you know that I love you.",eng,eng
Como una manzana.,spa,spa
I think that Tom is still nervous.,eng,eng
I know that Tom knows that Mary won't need to do that anymore.,eng,eng
It's necessary to wait just ten days.,eng,eng
Todo está listo para el viernes.,spa,spa
Heaven gives life to people and causes them to have all kinds of desires.,eng,eng
You'll need to hold still.,eng,eng
Sami was on his way to his class.,eng,eng
Sabía que algo no iba bien.,spa,eng
Me he enterado del matrimonio de Tom con una mujer rica.,spa,spa
¿Usted acepta este desafío?,spa,eng
Sos mi esclava.,spa,spa
Cada uno tiene su propia estrella.,spa,spa
No quiero dañar sus sentimientos.,spa,eng
"I love you, but not that way.",eng,eng
Tom looks really good to me.,eng,eng
Mary thought I'd let her down.,eng,eng
Tenéis muchos amigos.,spa,eng
What do you advise?,eng,spa
Una nueva escuela está en construcción.,spa,eng
Shall I go for a walk?,eng,spa
Tom brought his dog over to Mary's house.,eng,eng
Tom and Mary said that they would do what we asked.,eng,spa
Rara vez tomo café.,spa,eng
I try to avoid him as much as possible.,eng,eng
cuando me desperte todavia estaba oscuro fuera,spa,spa
Hace mucho calor durante el verano.,spa,spa
El roble siguió erguido después de la tormenta.,spa,spa
Esto es terrible.,spa,eng
Tom doesn't need to go to the doctor.,eng,eng
Le vi anoche en el bar y estaba muy borracho.,spa,eng
Mi pasatiempo es coleccionar monedas antiguas.,spa,eng
Tom lied about his grade.,eng,spa
Ya he salido del trabajo.,spa,eng
Aquellos que eligen no leer no tienen ninguna ventaja sobre aquellos que no saben leer.,spa,spa
Sus compañeros se burlaron de él.,spa,spa
No lo creo.,spa,eng
Esta poesía es fácil de leer.,spa,spa
Una década son diez años.,spa,eng
¿Puedes quedarte un rato?,spa,spa
He made no progress in his speaking ability.,eng,eng
You should tell Tom that Mary isn't likely to do that.,eng,spa
Let's send Tom a Christmas card this year.,eng,eng
The two of you have ruined my life.,eng,eng
Creo que se ha equivocado.,spa,spa
No se permite la entrada durante la función.,spa,eng
I didn't know that Tom wanted to do that on Monday.,eng,eng
Quisiera venir con nosotros al cine.,spa,spa
"According to traditional Chinese medicine, meridians are a path through which a person's life-energy, or qi, flows.",eng,eng
¿Votos a favor? ¿Votos en contra?,spa,spa
Me gustan tus anteojos.,spa,eng
Él juega en su habitación.,spa,eng
¿Alguien me escuchó?,spa,eng
"Él quería venir conmigo a verte, pero en fin cambió de opinión.",spa,spa
Esas playas están lejos de aquí.,spa,spa
She's been sick since last Wednesday.,eng,eng
Tom asked Mary why she was late.,eng,spa
Hoy simplemente no tengo ganas de ir a la escuela.,spa,spa
Fue una gran carrera.,spa,spa
¿Cookie es un perro o un gato?,spa,eng
Ellos se confabularon contra él.,spa,spa
Todavía me encanta esta bicicleta.,spa,spa
Sami isn't fooling anybody.,eng,eng
Ellas son chicas razonables.,spa,eng
You can't yell at him.,eng,eng
"Si la vida es un sueño, ¿qué sucederá, cuando despierte?",spa,spa
"Tenemos que aceptar la vida, para bien o para mal.",spa,eng
We organized our CDs by artist.,eng,eng
Tom thinks that Brazil will win the World Cup.,eng,spa
Soy arqueólogo.,spa,eng
What is her sickness?,eng,spa
Lo he usado sin problemas.,spa,eng
