id,lang,sentence
7130095,eng,Tom knows how painful a sprained ankle can be.
1106922,eng,"In Japanese folklore, bakeneko are cats with magical powers."
2449405,eng,She twirled her hair.
5953412,eng,No one who is a decent human being could possibly support this project.
6038073,eng,I doubt she knows what she's talking about.
70674,eng,"Your idea is, as it were, a castle in the air."
7383053,eng,He likes to go fishing by himself.
3915017,eng,I just want to help her.
3376771,eng,Understood why I am opposed to women on the tatami?
2456025,eng,We're not terminating you.
6348099,eng,I wonder whether Tom will cry.
7476051,eng,They look like they might cry.
3684884,eng,I have high hopes for you.
7211867,eng,Tom told me that he thought that Mary was responsible for what had happened.
6245648,eng,You should tell Tom you'll do that.
3732718,eng,I guess Tom was just trying to be nice.
7438479,eng,They said that they enjoy teaching French.
6425283,eng,Mary said that she was depressed.
6517449,eng,Why don't Tom and Mary want to stay?
7185018,eng,Sami's lizard was making a strange noise.
6337704,eng,I don't care if we do that or not.
397190,eng,Would you please close that window?
7400441,eng,He admits that he wasn't sure.
7177032,eng,Tom said that no one was there.
6234221,eng,I didn't think Tom was interested in doing that.
7246674,eng,Sami had a friend who was a girl.
5132159,eng,What did Tom write about?
6125781,eng,Tom will get in trouble if he doesn't do that.
2640499,eng,We're about thirty minutes behind schedule.
7380764,eng,"Mary isn't a Canadian, is she?"
269407,eng,"According to the paper, there was an earthquake in Mexico."
293081,eng,Has he returned yet?
6705518,eng,It took me a lot longer to do that than I thought it would.
6711618,eng,Sami was serving a sentence of 26 to life.
2571493,eng,I was distressed to see Tom so unhappy.
47538,eng,He made no progress in his speaking ability.
7206210,eng,Sami was super nice to Layla.
7475759,eng,They aren't as old as they look.
6938306,eng,Say it in the least amount of words?
4012118,eng,Don't you want to go with us?
6666279,eng,Tom grew up on this ranch.
6454712,eng,Sami stopped by to bring something special for Layla.
2271378,eng,Don't you hear that?
7509689,eng,Tom told me he had some things to take care of.
5205179,eng,Tom looks really good to me.
6495018,eng,Tom and Mary told John they wouldn't do what he asked them to do.
3091202,eng,"Yesterday, I got a call out of the blue from Tom."
7318718,eng,He's making fun of us.
6258170,eng,Who does this camera belong to?
244938,eng,Murder is a wicked crime.
2954648,eng,You never cease to impress me.
5368430,eng,Try to control your temper.
288870,eng,He barely missed being killed in the accident.
2538729,eng,I'll listen to anything you have to say.
3727611,eng,This is a waste of your time and your talents.
5610344,eng,We probably don't have enough money.
1827245,eng,It was easy for you to find a taxi.
823465,eng,Kill it with fire!
1741896,eng,Don't let him scream.
2891381,eng,I expect Tom won't want to do that.
7732891,eng,I'm going to study French this evening.
7382250,eng,Mary says she'll win.
3199885,eng,Tell me you'll do it.
1640979,eng,"God gave you a penis and a brain, but only enough blood to run one at a time."
6223950,eng,Tom is going to eventually be able to do that.
263007,eng,We alternated with each other in driving the car.
3133559,eng,I can't believe this is happening to me.
3258822,eng,"Before going to Mexico, I studied Spanish."
6341407,eng,Should I tell Tom that we won't do that?
6327275,eng,José likes latin music.
5737808,eng,They stayed out of the way.
259057,eng,"I met him this day last week, that is, the 25th of June."
464350,eng,We are gray.
1894559,eng,It's too dark.
4121165,eng,We'll do our best to work as quickly as possible.
5832564,eng,You're here early today.
2821365,eng,Tom was wearing a neck brace.
6107285,eng,Layla attached to Sami strongly.
28659,eng,Don't you think it a bad thing?
6083601,eng,The air conditioner was on.
7544120,eng,Tom wasn't so rich back then.
7508561,eng,I know that Tom is the kind of guy who'd do that.
6434116,eng,Are you still working for the same company?
2968770,eng,Tom is very secretive.
2648355,eng,Tom is busy again.
7070311,eng,"Sami doesn't have a family, but he has two dogs."
7212615,eng,Tom told me that he thought that Mary was doing that.
6110485,eng,How will the weather be tomorrow?
6124227,eng,Tom thought he had come up with the perfect plan.
686998,eng,I have accustomed myself to work long hours.
2276361,eng,Tom is in the garden.
1821100,eng,How many passengers can this plane hold?
3150652,eng,My mom bought this shirt for me.
1636207,eng,"On Monday, his condition improved slightly."
6428588,eng,Mary put her boots back on.
2718419,eng,"Sorry, I have to study."
7394789,eng,She pretended that she was a doctor.
785434,eng,It is not necessary for us to attend this lecture.
3402524,eng,Their answer is yes.
6273529,eng,Tom did that yesterday.
2488405,eng,"When I arrived, the dispute had reached its boiling point."
6646107,eng,Tom's parents let Tom stay out late at night.
4824089,eng,"Look, a squirrel!"
5417858,eng,She's in a good mood.
5010235,eng,How can we refuse?
314638,eng,She had her English composition checked by an Englishman.
2955515,eng,Tom also was very sick.
288393,eng,"He was staying in Paris in 1939, when the Second World War broke out."
2643330,eng,Tom and Mary are almost done.
306902,eng,They formed a new political party.
1185317,eng,"It's interesting to observe American politics, especially during a presidential election."
1820885,eng,How many rooms are there in this hotel?
5281810,eng,They ate cheese and crackers.
5937041,eng,You never seemed to enjoy doing that.
6525130,eng,Both Tom and Mary look very uncomfortable.
66195,eng,Come on any day you like.
26959,eng,It's raining hard and yet I must go.
2272816,eng,Tom is a keeper.
7517419,eng,I knew Tom knew who did that for him.
297817,eng,He doesn't live in my neighborhood.
6391162,eng,Sami was growing closer and closer to Layla.
6653468,eng,Tom said he knew that Mary might not be allowed to do that by herself.
292882,eng,He still wants to come.
6806951,eng,Sami's parents live in Cairo.
6319389,eng,Do you want me to give you a massage?
5756746,eng,We were on a break.
2900691,eng,It's almost midnight. Go to bed.
7549019,eng,Could you please speak a little louder?
6657120,eng,I sent a birthday card to Tom.
7507324,eng,I know that Tom doesn't know why I kept doing that.
300661,eng,He made a fool of his teacher.
1164454,eng,Tom lit the oven.
7320692,eng,Sami needs to answert his question.
2255334,eng,You'd love it.
7389678,eng,He knows that it's his call.
6232972,eng,"Tom could possibly be lonely, but I don't think he is."
2407221,eng,I teach French to young children.
3207251,eng,The car veered out of control and ploughed into a group of people at a bus stop.
3247153,eng,Do you know where the hospital is?
4195497,eng,"You met my sister, didn't you?"
7191051,eng,How did you know Tom had never been to Australia?
287497,eng,The way he walks reminds me very much of his father.
1334602,eng,He committed his worst crime on me.
2851865,eng,She needed you.
5505998,eng,God damn it!
6685306,eng,I'm the one who took the bandage off of Tom's arm.
7475344,eng,They say that they'd love to win.
27225,eng,What do you say to taking a rest?
61358,eng,I'm a stranger here.
6576608,eng,We'll make bank.
1730003,eng,I am injured.
6008278,eng,"The princess kissed her friend, crying."
6433929,eng,Tom is probably not going to do that today.
6513094,eng,I don't think Tom and Mary want to leave.
7191183,eng,I told Tom I wouldn't go to Australia.
6225110,eng,Tom thinks Mary would be mad if he did that.
6354888,eng,We shouldn't leave early.
394927,eng,The accident took her son away from her.
7379345,eng,Mary told me that she'd help me.
6230201,eng,Tom didn't tell me he planned to wait until Monday to do that.
6243041,eng,I think Tom won't be here much longer.
6824022,eng,We decided not to do that.
437968,eng,"It's 18th June today, and also Muiriel's birthday!"
2643430,eng,You said you had a question.
887069,eng,She did her best to help him.
6149670,eng,Time is the devourer of things.
7520606,eng,I know Tom decided to do that.
54853,eng,Keep hold of my hand if you're afraid.
7389503,eng,He said that he lost his temper.
6236117,eng,I'd be very grateful if you'd help me do that.
4016194,eng,What else is there to do?
7190445,eng,I assume that you know what this is.
2388071,eng,I never do that.
6665449,eng,Tell me what you plan to do.
5904790,eng,Tom went abroad soon after he graduated from college.
7243796,eng,Sami isn't smart.
6227626,eng,I spent a couple of hours sitting on a bench in the park feeding birds.
4218241,eng,Have you been working there for long?
5851174,eng,How could that possibly help people?
6651999,eng,Tom said that he was at home yesterday.
3909572,eng,Who sent her?
6357440,eng,Tom doesn't know Mary didn't win.
1112890,eng,"I hate to break the news, but I've found someone else."
2952907,eng,I've had a high fever for three days.
278538,eng,My brother has been much too rowdy lately.
45710,eng,The ship disappeared beyond the horizon.
6574112,eng,Is it inclusive or exclusive?
3168061,eng,You always were the smart one.
6509194,eng,Tom and Mary were very candid in their interview.
2957784,eng,Tom put the guitar case down so he could hug Mary.
6425812,eng,Mary told me she'd be back soon.
7537351,eng,I'm beginning to believe that we'll never convince Tom he's wrong.
6002351,eng,This is the happiest I've ever been.
7503223,eng,I know that Tom doesn't know that I shouldn't be doing that.
7537557,eng,I wish that I could forget about that incident.
266218,eng,Will you hand in your essays at the end of the lesson?
6415887,eng,Tell Mary that she needs to apologize to Tom.
7389327,eng,He's upstairs in his bedroom.
2541108,eng,I thought Tom was carrying a gun.
6385924,eng,Sami was the last to leave the store.
1961428,eng,I thought the show was over.
7182306,eng,Tom said that he knew that something was wrong.
2609464,eng,Daddy's working.
5767566,eng,Mary is dating two guys at the same time.
5741158,eng,I'm just happy that I won.
6659158,eng,I'm getting better at playing the guitar.
7544045,eng,Tom held the door open for us.
262348,eng,"He added that I should come to the party, too."
5620544,eng,We haven't been to Boston in a long time.
6570615,eng,Tom put Mary's present in a bag with pictures of cute penguins on it.
6709583,eng,Sami mistreated Layla.
3905076,eng,We shouldn't trust them.
3142883,eng,I have to ask you a few questions.
2761496,eng,We can work outdoors only as long as it's light.
870496,eng,You know how much I appreciate your expertise.
7071536,eng,They had the absolute majority on this one.
6870239,eng,You could have stayed in Boston.
1024690,eng,Tom isn't lonely now.
313668,eng,She is better off than she was when I met her last.
6235730,eng,"You're still a resident of Boston, aren't you?"
6064333,eng,Don't you want to try another one?
50749,eng,"When Sony came back with a 2 billion bid, CBS could not refuse."
6351925,eng,Tom would never forgive you if you ate all the cookies that he baked for Mary.
2254658,eng,Where's our car?
70892,eng,Your skirt is out of fashion.
1961316,eng,I thought I'd answered all your questions.
6248591,eng,Tom said that he was enjoying himself.
6237495,eng,I didn't have enough money to go home by bus.
6302511,eng,"Good, talk to me."
7733183,eng,We're sick of your complaining.
3826633,eng,I didn't show them anything.
1550042,eng,Tom thinks that nothing bad can happen to him.
2956821,eng,Tom had a good reason for being late.
1852268,eng,Stop being so nice.
6823731,eng,Sami is only a short distance away.
4666193,eng,There's a lot to consider.
579656,eng,He'll leave for Tokyo tomorrow.
6650195,eng,Tom said that he didn't think that Mary ought to do that.
3908082,eng,Tell him I'm in a meeting.
7514246,eng,How did Tom know Mary knew how to do that?
28119,eng,I'm thinking of going to Germany to study medicine.
7197243,eng,It isn't very likely to rain tomorrow.
6240951,eng,Tom seems to be aware of what he has to do.
7111886,eng,I thought that you were going to help Tom.
23454,eng,Our country's climate is temperate.
5485585,eng,Everyone wondered who it could be.
6234065,eng,I hope that Tom won't do that until I get there.
3908358,eng,I don't want you to tell him.
6251538,eng,I did that with Tom yesterday.
5851449,eng,We have to do it together.
7541821,eng,Neither Tom nor Mary has a very nice car.
7278211,eng,Sami had to start hiding things from Layla.
526995,eng,This machine impressed everyone.
1549901,eng,"First Asem, then Saule started to cry."
7408456,eng,They washed themselves in the stream.
2833878,eng,I like this song. It has an infectious rhythm and it's good to dance to.
2091163,eng,No one saw Tom take it.
880475,eng,He borrowed two books.
3568455,eng,I have an even better idea.
7150434,eng,Tom wasn't born in Australia.
30181,eng,I have a lot of homework to do.
5006727,eng,We're relatives by marriage.
1245694,eng,My grandmother looks after the children during the daytime.
282469,eng,Uniform number No. 7 is his younger brother.
2361746,eng,I think you've all met.
6246608,eng,Did Tom stay in Boston last summer?
3618966,eng,Tom's technique is impressive.
3994412,eng,God created you.
3442139,eng,Tom doesn't have a landline.
6495598,eng,Tom and Mary haven't said anything they weren't supposed to say.
4577279,eng,"Although I know a lot about Mary, I haven't actually met her."
1092965,eng,Tom seems to be unwilling to change.
61668,eng,It's very hot here.
5736638,eng,"Makes you think, doesn't it?"
6637447,eng,You have better taste than I thought.
3735108,eng,Tom made it clear that he didn't plan to go to Boston.
6449453,eng,Remember all the good times we had?
6401273,eng,Marry me and I'll make you happy.
1148337,eng,Nenwë is a Noldo.
1345929,eng,We have experienced three wars.
6651229,eng,Tom said he wished that Mary wouldn't do that by herself.
6498469,eng,I asked Tom and Mary what they thought was going to happen.
3289180,eng,Lions are animals.
3342785,eng,You'll die out there.
7733131,eng,Mary and Alice are like brothers.
7228721,eng,I don't think Tom will be punished for doing that.
6910165,eng,Tom told you the truth.
3273254,eng,I follow French classes online.
7287074,eng,Sami received six more e-mails from Layla.
3723114,eng,Tom gave Mary an icy glare.
324239,eng,I believe more in diet than in drugs.
1025644,eng,Tom got shampoo in his eyes.
4502055,eng,Cocktails will be at 6:00 and dinner will be served at 6:30.
7143430,eng,I didn't think that Tom was supportive enough.
6350338,eng,I told you Tom could win.
2269030,eng,"Under present circumstances, I don't intend to return to my country."
3287259,eng,Let me get you something for the pain.
28500,eng,Do you know of any inexpensive stores?
1883369,eng,Please take a moment to read our privacy policy.
6494015,eng,Tom and Mary couldn't unlock the door because they had the wrong key.
7442044,eng,They wished that they had more money.
6513321,eng,I'm sure Tom and Mary know what they're doing.
2315336,eng,I don't want to talk about that right now.
7033209,eng,Can you describe your dream girl?
23164,eng,We debated the problem.
5164847,eng,I think Tom is very cool.
6406579,eng,Mary said she wasn't planning to go to Boston next week.
382317,eng,Have you eaten yet?
2376071,eng,I know it's not possible.
7472747,eng,Tom and Mary say that they're fine.
270514,eng,This is the life.
7244066,eng,Sami and Layla don't know each other.
1647756,eng,She doesn't even remember me.
3728796,eng,I don't need a psychologist.
4135183,eng,How long have you been a doctor here?
1327641,eng,I only entrusted the secret to you.
4437677,eng,Mary shouldn't do that.
2307491,eng,I'm going to get on the next bus.
5097710,eng,Context helps to define what is really meant.
7227546,eng,I don't think that a native speaker would ever say it that way.
2047745,eng,Listen carefully and do what I tell you to do.
680400,eng,There is a border between America and Mexico.
455949,eng,I'm drinking water because I'm thirsty.
2031559,eng,I'm not the guy you want making this decision.
1496062,eng,Almost one-third of all office workers wear glasses.
6877307,eng,I think this is really interesting.
5659425,eng,I doubt very seriously that Tom would ever do that.
7174586,eng,I thought that it was Tom's.
2155062,eng,Learn a language for free.
3390615,eng,Your room is ready now.
6423926,eng,Mary said she's willing to do that.
3908575,eng,You can't tell them not to go.
4976900,eng,That's an important distinction to make.
7288787,eng,Sami felt something hit his shoulder.
2548612,eng,Tom dried his eyes.
3903004,eng,I like working with her.
2863164,eng,You gave up.
49266,eng,The song reminds me of my young days.
5936903,eng,Tom is waiting to pick his nephew up.
3128302,eng,He has Alzheimer's.
6520609,eng,You know what Tom and Mary want.
3081535,eng,There weren't many visitors spending their vacations on the island in April.
6271277,eng,Tom is counting his money.
2026388,eng,I just don't want to do that right now.
6151016,eng,He respects his only sibling.
2958310,eng,Tom took a bite of Mary's donut.
3436462,eng,Tom is wearing the hat you gave him.
6521305,eng,When are Tom and Mary arriving?
7494284,eng,Where did he learn how to sing the blues?
4499817,eng,I use Google every day.
6864828,eng,Tom shouldn't lie to Mary.
244136,eng,My wife likes to eat out and so she doesn't have to cook.
5938084,eng,Tom and Mary have three kids.
3989471,eng,Dan didn't even start writing.
7219404,eng,Sami doesn't have sixty bucks.
6357382,eng,Tom seemed flustered.
4533380,eng,Why do people dye their hair?
7681718,eng,Mary and I had a fight.
45041,eng,The town was destroyed during the war.
456707,eng,She has her toes in the water.
2407827,eng,I think I should call my lawyer.
6267225,eng,Why should I speak French?
295646,eng,He is not so tall as you.
7392315,eng,He wished he could dance the tango.
7155564,eng,Tom said he doesn't live in Australia anymore.
6256402,eng,Tom is a disabled military veteran.
3374699,eng,Where's your shirt?
7387912,eng,He gives his kids an allowance.
2652429,eng,He has a blue bicycle.
6412748,eng,Mary said she thinks she can take care of herself.
2542291,eng,None of the windows were open.
2211548,eng,Think of yourself as the owner of the company mentioned.
5922550,eng,"If I didn't know better, I'd say you were trying to hide something from me."
7137053,eng,"Tom is hiding something, isn't he?"
5940056,eng,Lithium-ion batteries are a class of batteries that uses redox reactions involving lithium.
6663783,eng,I have all day to get that done.
7164138,eng,I like Australia a lot.
2276083,eng,I don't know what's real.
2203322,eng,You're selfish.
6864746,eng,The umbrella that I lent you belongs to Tom.
7503610,eng,I don't think Tom knew for certain that Mary would do that.
6530472,eng,Tom is waiting for a tow truck.
312389,eng,She wore a loose jacket.
6518010,eng,I love the way Tom and Mary do that.
7734614,eng,What kind of movies do you watch most often?
6013548,eng,Will you ever do it again?
6251400,eng,I don't like Tom's girlfriend.
6234471,eng,Tom knew he might be allowed to do that by himself.
7442845,eng,Tom and Mary let me know that they could do that.
1495807,eng,What's your sister's name?
5842341,eng,How long did it take for the ambulance to arrive?
3909185,eng,I'll take him some food.
3637948,eng,I'm dying to have a cup of coffee.
4584247,eng,"To know that we know what we know, and that we do not know what we do not know, that is true knowledge."
5938756,eng,Tom agreed to Mary's plan.
7442863,eng,Tom and Mary let me know they couldn't do that.
6415286,eng,Mary shouldn't have gone to Boston by herself.
5491689,eng,Tom and me talked at length about this subject.
7506186,eng,I know Tom knows that Mary's not supposed to do that.
6350787,eng,Tom believed that he could win.
7474717,eng,They say they want to come with us.
520133,eng,I had already heard that song once.
5938925,eng,I'm working up a sweat.
7408720,eng,They shot themselves last night.
1182888,eng,He is the owner of four very big farms in the interior of Sao Paulo.
6271424,eng,Tom doesn't teach anymore.
3164508,eng,Everybody's got secrets.
6501556,eng,Tom and Mary didn't have to come if they didn't want to.
5850950,eng,I do a lot of swimming.
3439762,eng,Tom took out his knife.
4371160,eng,I've started exercising more intensively for a shorter amount of time.
7179670,eng,Tom said that his parents are divorced.
46158,eng,The colony declared independence.
3541926,eng,And it was only with great difficulty.
6336208,eng,I wonder whether Tom would mind babysitting our kids tomorrow night.
5746945,eng,Do you still drink milk?
5360667,eng,Does she drink milk?
2251184,eng,That's our priority.
7400764,eng,She says she'll never go again.
6499563,eng,Tom and Mary say they hope John knows who has to do that.
3908196,eng,Would you tell him I'm ready?
6267492,eng,Tom asked Mary if she wanted to do that.
44015,eng,There was much argument against the bill.
1402014,eng,The hikers traced a convoluted route through the mountains.
2801724,eng,We've got a good life.
4409839,eng,Montoya has a digital scale in the bathroom and uses it once a week to control his weight.
3934231,eng,My dream is to speak Chinese fluently.
22274,eng,It is never too late to mend.
314420,eng,She took me for Mr Tamori.
267709,eng,May I take a rest for a while?
2548774,eng,I'll just go check.
316040,eng,She burst into view.
7164453,eng,Tom has just gotten back from Australia.
5245749,eng,I had no idea Tom was coming.
7130147,eng,Tom took a deep breath and started to speak.
298520,eng,He was happy being a Jew.
6660471,eng,I seldom need to speak French anymore.
6958566,eng,Is there a reason for your hesitation?
462694,eng,The eagle had to be fed by hand.
2240358,eng,You frightened Tom.
2897658,eng,"Of course, an acrobat must have a perfect sense of balance."
6237383,eng,Tom didn't lose as much weight as he wanted to.
6425129,eng,Mary told me she was from Boston.
6369316,eng,I go to the gym two or three times a week.
772786,eng,I located the town on the map.
6226563,eng,Tom told Mary that he thought John wasn't unconscious.
2544163,eng,I'm investigating a murder.
40189,eng,Can I change the channel?
7111894,eng,I thought that you said you'd rather not do that.
3834207,eng,What's desirable isn't always doable.
1933577,eng,I appreciate your insights.
3825291,eng,It's all you really can do.
6043008,eng,Could Layla have attacked both Sami and Salima?
2713628,eng,Tom climbed the tree.
263690,eng,His account of the accident accords with yours.
2393886,eng,That is the height of foolishness.
2947374,eng,Smart people can pretend to be dumb. The opposite is more difficult.
7294412,eng,Sami knows the area.
7270475,eng,Sami did all of that.
7134661,eng,"Tom is going to save us, isn't he?"
4499170,eng,Everyone saw what happened.
6946919,eng,You look like you've got ants in your pants.
323961,eng,You must not insist on going out alone so late at night.
5757960,eng,I love these guys.
1956033,eng,I only drink water.
3918452,eng,Go and find him.
3733650,eng,I'm feeling a bit stiff.
2033800,eng,I didn't want to make the same mistake twice.
7405359,eng,She says she won't stay.
7182078,eng,Tom said that he thought that the pilot was drunk.
3060774,eng,Telegraph us when you get to Boston.
684679,eng,Nothing beats the pleasure of mutual understanding when using a foreign language.
6348909,eng,I had intended to try doing that.
4495633,eng,No answer is necessary.
4984708,eng,I've been praying for you.
7170362,eng,I knew that Tom very well.
6854282,eng,Tom climbed into the truck and drove off.
250069,eng,"As for me, I have nothing against the plan."
6527311,eng,I promise I won't wake you up when I get home.
6532369,eng,Tom isn't invited.
6256424,eng,We can do that here if you want.
3856928,eng,I enlisted voluntarily.
7476794,eng,They packed their bags.
5289094,eng,My speaking and listening are not as good as my writing.
2957143,eng,Tom is itching to leave.
3121697,eng,Tom looks a bit nervous.
7508895,eng,Everybody here knows Tom speaks very good French.
7514208,eng,I didn't know that Tom was a dairy farmer.
5355039,eng,Again!
252522,eng,I made out a check for $25 and handed it to the salesperson.
329276,eng,Only in novels do you find individuals who live out their whole life with unvarying character.
7276214,eng,Sami started losing his shit.
2588503,eng,The river delta has flooded many times. I don't know why anyone continues to build there.
7378735,eng,Mary says she's never grown corn.
7178346,eng,Tom said that Mary knew that John might not want to do that.
6249316,eng,This is a good time to visit Boston.
267984,eng,The boy knows many magic tricks.
3170637,eng,Tom handed Mary a blue folder.
6513075,eng,Tom and Mary don't think they need to do that.
7512382,eng,I know that Tom is a better swimmer than me.
4012540,eng,It may just be a matter of time.
3903171,eng,I spent a lot of time with them.
7540500,eng,Tom showed his grandfather how to use the ATM.
5441782,eng,Tom did a phenomenal job here.
7734786,eng,"Tom is a third-year student, isn't he?"
1128115,eng,Suspenders make my personality.
5852915,eng,I was unhappy.
6222823,eng,Tom hasn't yet finished doing that.
3226576,eng,Tom didn't realize he was in any danger.
7218377,eng,Tom told me that he thought that Mary was the last one to do that.
6649556,eng,Tom said that he knew that Mary might be permitted to do that by herself.
40794,eng,"Even if it is true, it matters little."
49278,eng,The song was a big hit.
5129546,eng,Christians believe that God is the creator of the world.
7451899,eng,Mary is jealous of Alice.
5386421,eng,Tom was orphaned when he was three.
3023171,eng,"When Tom entered the room, he saw a large banner that said ""Happy Birthday, Tom."""
6528814,eng,I just started working here yesterday.
2255344,eng,You'll be ruined.
7504257,eng,I know that Tom didn't really want to do that by himself.
241578,eng,What if he comes back now?
7189679,eng,Sami was in a rehab place.
241621,eng,A wind from the ocean blows at this time of the year.
7112274,eng,Tom seemed to be dubious.
2688153,eng,I heard him while he was playing the violin.
1566871,eng,Tom wakes from a deep sleep.
7294038,eng,Why exactly do you have to do that?
6246777,eng,Maybe Tom doesn't know what to do.
6429006,eng,Mary has made up her mind.
1939134,eng,I thought you wouldn't mind waiting for me.
57860,eng,This town boasts a large public library.
2995480,eng,Has anyone gone through this stuff yet?
3331482,eng,Tom was bullied when he was a kid.
7503440,eng,I'm pretty sure Tom and Mary have both finished doing that.
7126480,eng,Tom really picked up the slack.
7377040,eng,Mary told me that she needed money.
2862578,eng,We meant it.
2361809,eng,I won't let Tom do that.
6238442,eng,Tom and I are no longer married to each other.
7383795,eng,He's sure that everybody saw him.
4132387,eng,I think Tom did that intentionally.
267967,eng,The boy considered the dolphin his best friend.
279304,eng,The telephone rang repeatedly.
6238611,eng,Did you really not go to Boston last summer?
2639648,eng,Tom waters his lawn at least once a week when there's no rain.
7471776,eng,Tom and Mary still haven't paid their rent.
7736051,eng,You can just reply with a yes or no.
6675836,eng,I suspect that Tom is right.
6096490,eng,Do not drink too much brandy!
1068295,eng,May I ask you a favour?
6422125,eng,Mary will be very sorry she did that.
6510788,eng,Tom and Mary said that they were really nervous.
4012276,eng,This is going to be a great trip.
1454079,eng,To learn a foreign language requires a lot of time.
6900729,eng,Did you get angry too?
5715667,eng,We spent a good evening together yesterday.
1918763,eng,The two spotted ladybird is very rare.
6496742,eng,Tom and Mary wouldn't tell me who gave them those binoculars.
7227694,eng,I don't think that you should tell Tom the truth.
73544,eng,"How old is she? ""She is twelve years old."""
6528030,eng,Tom says he's going to ask Mary for help.
274886,eng,Many a man has lost his life at sea.
5838647,eng,Fadil lied to protect Layla.
2100004,eng,"And if so, what then?"
5668006,eng,We won't die.
3515256,eng,Spring will arrive there soon.
7375364,eng,Mary said that she'll call you later.
3737200,eng,Let me tell you what you need to say.
7270857,eng,Sami knows you are concerned.
3310021,eng,We've brought you a surprise.
6385767,eng,Sami was still at the clinic.
1305716,eng,My favorite pianist is Frederic Chopin.
6123089,eng,Tom took his car to the mechanic's to get it fixed.
4976725,eng,This annoying bug has finally been fixed.
318389,eng,The disease sheared him of his physical strength.
1841423,eng,He is a yogi.
4403316,eng,Tom is a Turk.
296733,eng,He ended up in jail.
6770185,eng,Tom's rowboat capsized.
7186102,eng,Tom is going to be very sorry that he didn't do that.
6251960,eng,Tom graduated from college last year.
3549974,eng,I cry every time I see this film.
3204844,eng,I'll tell Tom to call you as soon as he gets in.
781039,eng,That's not a bear anymore. That's bear goo.
4463690,eng,Is there something in the refrigerator that we can drink?
256856,eng,Must I hurry?
6393228,eng,Children often use construction paper to make crafts.
6262411,eng,Tom didn't know whether Mary was tired or not.
1028924,eng,Tom forgave Mary for losing all his money.
6866149,eng,I thought you liked pancakes.
6411783,eng,I think you should tell Mary why you don't like her.
7374319,eng,"Mary is very claustrophobic, isn't she?"
2719858,eng,She chops wood every day.
6242064,eng,Tom will come if he's free this afternoon.
6647175,eng,Tom told Mary I was motivated to do that.
5726073,eng,We've become a nation of beggars.
292503,eng,He elbowed me in the ribs.
1963572,eng,"If it doesn't sound English, it's not English."
5746740,eng,Tom looked me in the eye.
3430198,eng,I wouldn't take a glass of water in the desert from you.
4496312,eng,Do they really care?
682403,eng,The children work well together.
6038334,eng,Tom didn't want to tell anybody anything.
55798,eng,What an old book this is!
7406217,eng,They pretended that they were doctors.
6661796,eng,I don't expect to get there on time.
6657024,eng,I'm going to buy that for Tom.
257354,eng,I like to go to the park and watch the children in the playground enjoying themselves.
391684,eng,"If f is not an epimorphism, then it factors through g."
2329631,eng,I got stabbed two years ago.
5936535,eng,Tom says he hasn't seen Mary for three months.
5730888,eng,I ventured off the beaten path.
7237720,eng,Sami took a shit in that toilet stall.
37413,eng,It was the window that Tom broke yesterday.
7511916,eng,I didn't know that I should do that with Tom.
285999,eng,His dog is his good companion.
6512870,eng,Tom and Mary said that they wanted to do that.
5633160,eng,I love helping people.
6139888,eng,Tom advised Mary not to stay out late at night.
326306,eng,The Federal Reserve cut its benchmark discount rate to an 18-year low.
5098608,eng,They had to elope somehow.
3737918,eng,Haven't we been here before?
7114159,eng,Why can't Tom hug Mary?
6708229,eng,I had to stay home all day yesterday to take care of my mother.
7516700,eng,I know Tom is a bit younger than Mary.
2043941,eng,"We don't see this eye to eye, but it's not me who is wrong."
3271218,eng,I had a few things to correct.
7205098,eng,Sami treated Layla like a slave.
6528742,eng,Tom doesn't need to know who did that.
6410973,eng,Mary said she was the only one who needed to do that.
7474173,eng,"They put you up to this, didn't they?"
2859097,eng,He told Mary.
7538201,eng,I'm dirty.
5840442,eng,I always encouraged Tom.
1609271,eng,We played and laughed.
6245740,eng,"You don't need to do that now, do you?"
245144,eng,Shall I go for a walk?
6269280,eng,Tom thought that John was Mary's son.
715644,eng,Someone who is misanthropic dislikes people and avoids social situations.
6695978,eng,Mary was wearing short shorts.
2245409,eng,Drink this juice.
1040679,eng,Tom blamed himself for Mary's death.
6067406,eng,Layla and Sami met at a shopping mall.
7408700,eng,They need to get over themselves.
1886856,eng,May I think about it?
5792483,eng,I figured Tom would mess up again.
1839539,eng,I'm pretty sure it's after 2:30.
5659267,eng,Tom is going to go swimming this afternoon.
2646385,eng,Tom isn't a communist.
5746179,eng,That was a good meeting.
3765188,eng,"What am I supposed to do? ""I don't know. Do something."""
2276418,eng,You seem to hate women.
3819811,eng,Thanks for showing me how to do this.
2388098,eng,I never forgot that.
2293277,eng,I assumed Tom was still at home.
3093641,eng,You should come with me to Tom's house.
6972025,eng,Tom creates music playlists for retail shops.
3087597,eng,Tom was embarrassed when told he had made a drunken pass at Mary's mother at the party.
5735694,eng,Tom immediately sensed danger.
2865114,eng,Mary loves sunsets.
7473673,eng,They aren't going to sell their houses.
6425094,eng,Mary told us she'd do that again.
3348082,eng,You left me no choice.
6521707,eng,Why are Tom and Mary sneezing?
4111380,eng,"Let me take a break, please."
3232391,eng,He came while I was still asleep.
300091,eng,He was patient.
